tag,x,y,aug_tag,aug_x,aug_y,detected
blue,11.55,1.45,blue,11.453067046400516,1.384344523671635,True
blue,16.39,1.48,blue,16.42438739267229,1.4876716233917282,True
blue,21.19,1.64,blue,21.140799345055342,1.7324454372195646,True
blue,25.94,2.03,blue,25.890610200404303,2.0328096116600594,True
blue,30.62,2.74,blue,30.477931428274694,2.86404350820053,True
blue,35.18,3.86,blue,35.1810062226599,4.030550166006211,True
blue,39.57,5.48,blue,39.67433025684535,5.472349941575004,True
blue,43.04,7.23,blue,43.03046248967988,7.367070284109595,False
blue,46.93,9.86,blue,46.912970649517575,9.859558741704799,True
blue,50.45,13.05,blue,50.64862551864669,12.925461479841765,True
blue,53.53,16.78,blue,53.4416621734561,16.84673768418814,True
blue,55.75,20.26,big_orange,55.7405418364194,20.323660887711558,True
blue,57.96,24.8,blue,57.84773554855543,24.728490792649954,True
blue,59.43,28.83,blue,59.423874219139,28.716561251622647,True
blue,60.8,33.86,blue,60.79191640274818,33.86154599669861,True
blue,61.66,38.15,blue,61.64450257494543,38.09299225758599,True
blue,62.44,43.32,blue,62.460153108105196,43.50997648270699,False
blue,63.08,48.44,blue,63.18867559420815,48.562120109043285,True
blue,63.6,52.65,blue,63.566550429288924,52.67046582323782,True
blue,64.36,57.61,blue,64.41826782246741,57.45045707411099,True
blue,65.39,62.47,blank,65.37024477812759,62.4890325841249,True
blue,66.82,67.28,blue,66.86799322504596,67.26228456933593,True
blue,68.72,72.07,blue,68.79969068845685,72.04086318401716,True
blue,70.7,76.11,blue,70.63921624156964,76.03930943756058,True
blue,73.02,80.25,blue,73.06308663581319,80.49710743656112,True
blue,75.64,84.54,blue,75.70413960849898,84.5817600449295,True
blue,78.51,89.03,blue,78.5097334715674,89.15177783298063,False
blue,80.92,92.81,blue,80.90697479912069,92.89284625176887,True
blue,83.39,96.74,yellow,83.43301058803613,96.69966199815883,True
blue,85.86,100.85,blue,86.00616363381046,100.85026168011073,True
blue,88.26,105.12,blue,88.13916899202603,105.04053626432129,True
blue,90.54,109.54,blue,90.6204092001161,109.67137231440775,True
blue,92.62,114.07,blue,92.52396599915076,114.12517509447201,True
blue,94.44,118.67,blue,94.51809975126616,118.64319395591126,False
blue,95.94,123.29,blue,95.77550980872672,123.41513007244554,True
blue,97.07,127.88,blue,97.02191638672043,127.88455390235919,False
blue,97.79,132.36,blue,97.72795083802035,132.26098429435092,True
blue,98.05,136.65,blue,98.0583368091456,136.77590222883316,True
blue,97.73,141.64,blue,97.72736862339715,141.63931620291316,False
blue,96.67,146.08,blue,96.73308191104358,146.0190702293667,True
blue,94.91,149.81,blue,94.8694284429533,149.65952132423473,True
blue,92.51,152.74,blue,92.36885852256913,152.5923435578367,True
blue,88.89,155.11,blue,88.78943048114763,155.11681020619804,True
blue,85.29,156.08,blue,85.29987466413681,156.14428764463975,True
blue,81.23,156.08,blue,81.19821350428722,156.03217677261887,True
blue,76.79,155.05,blue,76.75632395745029,155.26433905280666,True
blue,73.06,153.46,blue,73.09089268920665,153.52540315888834,True
blue,68.31,150.55,blue,68.1314024807603,150.49718874255305,True
blue,65.46,148.34,blue,65.51960371809102,148.27812773629958,True
blue,61.72,144.88,blue,61.588816608956925,144.8031192406705,True
blue,58.12,140.91,blue,58.09413750501308,140.96744707539216,True
blue,55.53,137.65,blue,55.49646371537189,137.61123932605588,True
blue,53.06,134.17,blue,52.84914872663586,134.18009260953664,True
blue,49.97,129.26,blue,49.92920129801764,128.9997673319204,True
blue,47.81,125.44,blue,47.88780860787277,125.26359852202825,True
blue,45.79,121.53,blue,45.85419778962435,121.26896477741492,True
blue,43.32,116.26,blue,43.28818255272556,116.26615069295212,True
blue,41.63,112.31,blue,41.655026895834474,112.39006784422756,True
blue,39.56,107.11,blue,39.52429813663315,107.26838129074608,True
blue,38.12,103.32,blue,38.18011548182288,103.29240966809495,True
blue,36.34,98.44,blue,36.201870209724625,98.3362188234944,True
blue,34.65,93.83,blue,34.73662891994223,93.79980250204439,True
blue,32.58,88.52,blue,32.57306108887968,88.44917955594474,True
blue,30.88,84.66,blue,30.79064719885211,84.41927021893137,True
blue,28.59,80.36,blue,28.575691386001456,80.32054409803939,False
blue,25.43,75.97,blue,25.197821232130135,75.80029443585985,True
blue,22.33,72.96,blue,22.48820974096148,72.88220474404133,True
blue,18.76,70.51,blue,18.719366788523022,70.35102494009534,True
blue,13.84,68.19,blue,13.864142465802965,68.32263147020318,True
blue,9.21,66.63,blue,9.25035680078595,66.64877111298877,True
blue,5.17,65.52,blue,5.068740472758694,65.32166322443334,False
blue,-0.26,64.21,blue,-0.41632267167800313,64.32044578310905,True
blue,-4.87,63.13,blue,-4.848137902212042,63.12918789971225,False
blue,-9.67,61.95,blue,-9.830326202301194,62.04597422698363,True
blue,-14.6,60.64,blue,-14.7397157311123,60.64526159926419,True
blue,-18.33,59.54,blue,-18.399124907478676,59.46417221250571,True
blue,-23.32,57.88,blue,-23.46970092188277,57.99106348605469,True
blue,-28.23,55.98,blue,-28.17434325806428,55.92753883488348,True
blue,-31.82,54.4,blue,-31.89544832631055,54.46759424996022,True
blue,-36.41,52.07,blue,-36.35657590355131,52.11999476898946,False
blue,-40.71,49.5,blue,-40.80682951382095,49.53500644977368,True
blue,-44.65,46.7,blue,-44.73093529602938,46.6011994530849,True
blue,-48.16,43.72,blue,-48.17693767731188,43.52358446052388,True
blue,-51.19,40.57,blue,-51.208334502993374,40.57490422447882,True
blue,-54.22,36.51,blue,-54.11711097737664,36.44732488080597,True
blue,-56.38,32.37,blue,-56.332414817387225,32.33662691867583,True
blue,-57.64,28.28,blue,-57.73338598108693,28.307280933059467,True
blue,-58.01,24.32,blue,-57.985882095070586,24.33898574609314,True
blue,-57.35,19.85,blue,-57.367111532983195,20.06850290357067,True
blue,-55.94,16.41,blue,-56.07976236201576,16.390959445823242,True
blue,-53.29,12.71,blue,-53.23520573649418,12.814177359090053,True
blue,-50.38,10.01,blue,-50.17144548048748,10.198464110638444,False
blue,-46.17,7.3,big_orange,-45.98653493652168,7.260260627394513,True
