tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,11.45,1.18,blue,11.571622516194584,1.004877421652794,True
blue,15.48,1.18,blue,15.479882921604347,1.257762901539306,True
blue,20.62,1.56,blue,20.700188248625725,1.5605147772047367,True
blue,24.71,2.31,blank,24.61638365597059,2.590142995609159,True
blue,29.55,3.97,blue,29.438750268573234,3.9929688462192114,True
blue,32.98,5.89,blue,33.02932332727081,5.8793041692637,True
blue,36.44,8.99,blue,36.41244955237433,8.861278179770913,True
blue,38.69,12.67,blue,38.74422246052657,12.581510497546363,True
blue,39.58,16.67,blue,39.70098792277173,16.692502050676964,True
blue,39.04,20.7,blue,39.076844651356225,20.788154131667394,True
blue,37.6,23.75,blue,37.51105076842609,23.72512937160164,True
blue,34.64,27.13,blue,34.54531283721434,27.096483937338768,True
blue,30.63,29.79,blue,30.658424441447945,29.93010687218361,True
blue,26.9,31.33,blue,26.908064308204548,31.360879990061708,True
blue,21.86,32.5,blue,21.8392601425464,32.593515630973805,True
blue,17.73,32.93,blue,17.760133468042948,33.08548765871693,True
blue,12.64,33.02,blue,12.802092303695524,33.14341941249067,True
blue,7.72,32.83,blue,7.702193464291012,32.78133421663524,True
blue,2.97,32.63,blue,2.853744028365124,32.61455140046777,True
blue,-2.62,32.56,blue,-2.8439548777004955,32.461769388598775,True
blue,-7.33,32.69,blue,-7.349343321167399,32.63473467185481,True
blue,-12.18,32.86,blue,-12.164745388299384,33.04421656237467,True
blue,-17.21,32.86,blue,-17.30625113800695,32.96872436956033,True
blue,-21.33,32.56,blue,-21.332589525537895,32.44890572600469,True
blue,-26.44,31.61,blue,-26.442564116633083,31.673599490252407,True
blue,-30.31,30.29,blank,-30.08744003343574,30.310366064928527,True
blue,-34.6,27.88,blue,-34.639388143460984,27.935011249520862,False
blue,-37.37,25.4,blue,-37.31396351052172,25.380871888495992,True
blue,-39.75,21.76,blue,-39.748784559320505,21.85459988288343,True
blue,-40.78,17.79,blue,-40.67666540984334,17.73510058822476,True
blue,-40.38,13.75,blue,-40.26807881986086,13.739602664542486,True
blue,-38.58,9.93,blue,-38.65477946915132,9.771789783343552,True
blue,-35.51,6.62,blue,-35.32928043790094,6.395004385077453,True
blue,-32.3,4.49,blue,-32.39106064183642,4.6038988280654305,True
blue,-27.63,2.57,blue,-27.546720717132843,2.6129893190550284,True
blue,-23.6,1.63,blue,-23.447009180592055,1.5965913874462794,False
