tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,11.33,1.44,blue,11.257460516559583,1.7501238308326896,True
blue,16.18,1.4,blue,16.225085354052645,1.4175015927985868,True
blue,21.14,1.38,yellow,21.163848323887596,1.4113002006857904,True
blue,26.18,1.43,blue,26.083692130624215,1.5814773141436567,True
blue,30.29,1.56,blue,30.460634905085318,1.4675817984104504,True
blue,35.47,1.86,blue,35.59532727434762,1.7909664391069522,True
blue,40.68,2.38,blue,40.8370872242604,2.0507159656933682,True
blue,44.84,3.0,blue,44.77148793712512,3.1657844353550963,True
blue,49.97,4.06,blue,50.08169141716185,3.962780892059266,False
blue,53.96,5.17,blue,53.9815589916031,5.199701813902593,True
blue,57.82,6.53,yellow,57.76983305869657,6.4834864172729985,False
blue,62.37,8.61,blue,62.421426802268606,8.696459879277217,True
blue,65.73,10.58,blue,65.61664294669028,10.600846635025135,True
blue,69.52,13.41,blue,69.29624211775564,13.454257616664849,True
blue,72.15,15.96,blue,72.27150341315614,15.888772257250901,True
blue,74.89,19.48,blue,74.84128731942356,19.555807310719324,True
blue,76.95,23.32,blue,77.06108133175854,23.22861989161837,True
blue,78.08,26.58,blue,78.04631059157747,26.61002292473386,True
blue,78.8,30.86,blue,78.92080613028182,30.73959677990959,True
blue,78.74,35.29,blue,78.64513522331171,35.23431220209828,True
blue,78.11,38.89,blue,78.16602871395257,39.06969002581452,True
blue,76.61,43.41,blue,76.46955344514042,43.24298543381354,True
blue,74.86,46.99,blue,74.95854690708516,46.74318952127899,True
blue,72.64,50.49,blue,72.76147764632863,50.453175912578786,True
blue,69.98,53.87,blue,69.95178639073761,53.94961965535263,True
blue,66.93,57.1,blue,67.06570663918455,57.01267490329526,True
blue,63.53,60.15,blue,63.58581196268885,60.17371908144302,False
blue,59.84,63.02,blue,59.81989087289644,63.036540869868986,True
blue,55.92,65.67,blue,55.8648788425993,65.53348267163118,True
blue,51.82,68.13,blue,51.582304016840034,68.16502786988613,True
blue,47.61,70.38,blue,47.59851570437314,70.29263346589737,True
blue,43.34,72.45,blue,43.29570549550265,72.58870195581868,True
blue,39.07,74.37,blue,39.1841713667786,74.38672668620441,True
blue,33.79,76.58,blue,33.79818672431876,76.35550496080297,True
blue,29.67,78.26,blue,29.59377855054409,78.29771798148262,True
blue,24.69,80.3,yellow,24.6081440295603,80.36917011932856,True
blue,19.95,82.35,blue,19.936574410933012,82.39489992336753,True
blue,16.33,84.06,blue,16.4688932142418,84.09994420456786,True
blue,12.05,86.34,blue,11.849803285354001,86.48700574516761,True
blue,7.25,89.38,blue,7.288081117977833,89.45695370261664,True
blue,3.49,92.22,blue,3.419981890569408,92.27488869222607,True
blue,-0.09,95.35,blue,-0.0448128207848414,95.34126090664856,False
blue,-3.55,98.78,blue,-3.6128240147190698,98.80520727727567,True
blue,-6.28,101.72,blue,-6.241802356132038,101.63636909844288,True
blue,-9.7,105.62,blue,-9.774121008876806,105.67486515572394,False
blue,-13.21,109.7,blue,-13.255103861525283,109.77055336175809,True
blue,-16.1,113.05,blue,-16.082932854957782,112.97821551456097,True
blue,-19.89,117.28,blue,-19.79444468471331,117.57766811495547,True
blue,-23.07,120.63,blue,-23.171077111094213,120.68859025240273,True
blue,-26.4,123.89,blue,-26.374297522454803,123.91593840005251,True
blue,-29.88,127.0,blue,-29.81238218551363,126.9672492719746,True
blue,-33.5,129.92,blue,-33.4717099750706,130.05241104277775,True
blue,-37.25,132.58,blue,-37.387435544874464,132.58488401964985,True
blue,-41.1,134.94,blue,-41.140671385217345,134.88701303452592,True
blue,-45.03,136.94,blue,-44.990278464869085,136.91415334404056,True
blue,-49.01,138.55,blue,-48.99841922322453,138.68997632206785,True
blue,-52.98,139.75,blue,-52.98186446965465,139.67127251762605,True
blue,-57.89,140.61,blue,-57.917623101772556,140.7833381582077,True
blue,-61.72,140.79,blue,-61.61616887368183,140.79858090977808,True
blue,-66.32,140.37,blue,-66.35780998104245,140.24699154222282,True
blue,-69.8,139.52,blue,-69.71605112067942,139.67886271867926,True
blue,-73.86,137.86,blue,-73.94026516377421,137.90407633907594,True
blue,-77.53,135.55,blue,-77.79595079166704,135.60059808761548,True
blue,-80.17,133.28,blue,-80.20296561474915,133.14594082593175,True
blue,-83.06,129.96,blue,-82.98573492846982,130.14754250726614,True
blue,-85.47,126.17,blue,-85.39131991092599,126.20315541722898,True
blue,-87.4,121.98,blue,-87.38418470067684,121.93234409679566,True
blue,-88.6,118.41,blue,-88.73688905297912,118.32670252193093,True
blue,-89.68,113.72,blue,-89.7286294020889,113.71689558533215,True
blue,-90.33,108.87,blue,-90.44261164698831,108.730956596685,True
blue,-90.57,104.91,blue,-90.4285228033672,104.9344810601068,True
blue,-90.55,99.92,blue,-90.70105562325485,99.967248131524,True
blue,-90.23,94.93,blue,-90.1513913089759,94.96020877958165,True
blue,-89.68,89.99,blue,-89.79866574037149,89.95563626217302,False
blue,-89.1,86.07,blue,-89.11814755843452,85.98434799711052,True
blue,-88.26,81.25,blue,-88.20593194425436,81.26556584302656,True
blue,-87.12,75.57,blue,-87.13041622894713,75.46160276791976,True
blue,-86.1,70.93,blue,-86.39059573968068,70.79203283155437,True
blue,-85.04,66.35,blue,-85.09083106948387,66.4427732012704,True
blue,-83.94,61.83,blue,-83.9968660842121,61.88707960140385,True
blue,-82.57,56.48,blue,-82.67050313946842,56.54416777965189,True
blue,-81.36,52.07,blue,-81.52687152606794,52.00847261615193,True
blue,-80.06,47.7,blue,-79.97334777285019,47.72553302052858,True
blue,-78.33,42.54,blue,-78.36217985118512,42.480384671167585,True
blue,-76.71,38.31,blue,-76.70033017479919,38.291225269811456,True
blue,-74.89,34.18,blue,-74.90350114240195,34.38281148350715,True
blue,-72.84,30.17,blue,-72.90112915969594,30.09527140205209,True
blue,-70.53,26.32,blue,-70.53233163205658,26.513649801054246,True
blue,-67.95,22.67,blue,-67.93253549806077,22.60612742519235,True
blue,-65.08,19.25,blue,-65.18591830999144,19.320612303675468,True
blue,-61.94,16.09,blue,-62.06277456871244,16.21824894297124,True
