tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,11.3,1.41,blue,11.391525254208144,1.4986054068454575,True
blue,15.89,1.28,blue,16.069771390281495,1.2639590636764733,True
blue,21.37,0.99,blue,21.380385125972133,0.9225011675776283,True
blue,25.94,0.66,blue,26.082608837680556,0.715797566115693,True
blue,30.53,0.23,blue,30.432516601463185,0.12162801954558,True
blue,36.11,-0.38,blue,36.203062768951206,-0.4451556898917009,True
blue,40.84,-0.94,blue,40.80754415474024,-1.019028097312863,True
blue,45.66,-1.51,blue,45.57777720820005,-1.5513255855512729,True
blue,50.59,-2.06,blank,50.63172558251934,-1.9565925192277773,True
blue,55.62,-2.54,blue,55.77748000992554,-2.454061941667906,True
blue,59.73,-2.84,blue,59.69211682875245,-2.7798829536732947,True
blue,64.94,-3.08,blue,64.91252350396385,-3.0206452517952584,True
blue,69.16,-3.13,blue,69.071129684881,-3.0255801970851355,True
blue,74.49,-2.98,blue,74.53176356033583,-2.9979112100596756,True
blue,78.75,-2.65,blue,78.8250467890194,-2.8929233194516946,True
blue,83.01,-2.14,blue,82.82902989883264,-2.113889462335116,True
blue,88.26,-1.19,blue,88.2816608306273,-1.116102666934949,True
blue,92.39,-0.17,blue,92.50152936285654,-0.1938036106679113,True
blue,96.4,1.09,blue,96.49519670251674,0.9756886270267394,True
blue,100.28,2.59,blue,100.26916283206218,2.622803611840219,False
blue,104.88,4.82,blue,104.91536455685313,4.936743987089253,True
blue,108.32,6.87,blue,108.23503641850861,6.920489249037631,True
blue,111.52,9.15,blue,111.63081569606146,8.875638176385245,True
blue,115.13,12.32,blue,115.04571650148112,12.35565940313535,True
blue,117.68,15.07,blue,117.78130984350226,15.03780898116481,True
blue,120.38,18.76,blue,120.4468782529223,18.729302521523614,True
blue,122.15,21.89,blue,122.1011666935964,21.964000913048224,True
blue,123.82,25.96,blue,123.7692723917982,25.97314579306369,True
blue,124.89,30.18,blue,124.97665645915983,30.157965196436553,True
blue,125.29,33.61,blue,125.20608311818599,33.530064512323435,True
blue,125.23,37.93,blue,125.13399433637578,37.772952524091004,True
blue,124.72,41.37,blue,124.65534568966291,41.47747567322701,True
blue,123.53,45.61,blue,123.44484082902476,45.73020402822187,False
blue,121.74,49.74,blue,121.84476087341362,49.813499493864526,True
blue,119.89,52.91,blue,119.94539009248763,52.877059832152234,True
blue,117.08,56.68,blue,117.14602868726173,56.64034445060401,True
blue,114.46,59.51,blue,114.61278559525105,59.58962215836509,True
blue,111.55,62.15,blue,111.49285839878597,62.08397317353563,True
blue,107.54,65.17,blue,107.63448066800733,65.0854670098374,False
blue,104.06,67.35,blue,104.08143847964075,67.48229714896125,True
blue,100.39,69.29,blue,100.27267035358935,69.33390042147256,True
blue,95.57,71.41,blue,95.56341825678011,71.39406510164383,True
blue,91.56,72.85,blue,91.3600511079455,72.80891934331065,True
blue,87.47,74.07,blue,87.440763830958,74.06113844682129,True
blue,82.25,75.31,blue,82.37055440418729,75.33364459265304,True
blue,78.05,76.09,blue,78.27994238356278,76.12673383844943,True
blue,73.83,76.69,blue,73.84711824378357,76.6883757490787,True
blue,68.59,77.23,blue,68.74855369993891,77.15201214520667,False
blue,64.43,77.52,blue,64.30064331622887,77.4485684210555,True
blue,59.3,77.74,blue,59.37193559770592,77.89882134931453,True
blue,54.27,77.84,blue,54.413170834752385,77.8217432754292,True
blue,49.33,77.87,blue,49.42074452654265,77.93476558685937,False
blue,44.5,77.87,blue,44.6535870776786,77.99347934651205,True
blue,39.75,77.89,blue,39.65376498718377,77.94450750237158,True
blue,34.16,77.96,blue,34.13740024735128,77.82853995943725,True
blue,29.56,78.1,blue,29.59231188988715,78.25510244484566,False
blue,24.08,78.38,blue,24.243253055618908,78.38854459766436,False
blue,19.52,78.72,blue,19.538365411708543,78.7610008244142,False
blue,14.93,79.15,blue,15.013220961176641,79.2913168150982,True
blue,9.35,79.75,blue,9.34351376018849,79.59864058575029,True
blue,4.62,80.31,blue,4.576829860664066,80.53590112277645,True
blue,-0.2,80.88,blue,-0.23546567736967877,80.81284216107359,True
blue,-5.13,81.43,blue,-5.0375005759650255,81.38725312820058,True
blue,-10.17,81.91,blue,-10.076433510055066,81.89863629851187,True
blue,-14.27,82.21,blue,-14.440095259703126,82.35117849217116,True
blue,-19.48,82.45,blue,-19.6026499355162,82.49245686500294,True
blue,-23.71,82.5,blue,-23.517647721095365,82.46980358571986,True
blue,-29.03,82.35,blue,-29.075343437754764,82.31048365445524,True
blue,-33.3,82.03,blue,-33.225291639058604,82.40060400351418,True
blue,-37.55,81.51,blue,-37.529255220317886,81.59798939693552,True
blue,-42.81,80.56,blue,-42.89749486739988,80.50004633682678,True
blue,-46.93,79.54,blue,-46.92716881916023,79.54947251490404,True
blue,-50.95,78.28,blue,-50.99426075122804,78.29229917831888,True
blue,-54.82,76.78,blue,-54.67362176189917,76.75289947186086,True
