tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,10.05,1.38,blue,10.180612122761307,1.3355352784032706,True
blue,15.84,1.1,blue,15.80297593068431,1.022192301531729,True
blue,20.57,0.71,blue,20.506040955187736,0.7536009578499735,False
blue,25.25,0.17,blue,25.23758933459977,0.07054705344657335,True
blue,29.91,-0.51,blue,29.94659958776162,-0.5271042465392459,True
blue,34.57,-1.29,blue,34.436656279051554,-1.300444584099738,True
blue,40.22,-2.31,blue,40.332009863082604,-2.395454955555517,True
blue,44.99,-3.15,blue,44.87864440770838,-3.0226371804217513,True
blue,49.83,-3.92,blue,49.81584475284528,-3.9312219318765265,True
blue,54.73,-4.55,yellow,54.865515989652664,-4.473950859104857,True
blue,58.68,-4.91,blue,58.61579105599876,-4.924935148462246,True
blue,63.64,-5.13,blue,63.617189288167474,-5.2453691038752535,True
blue,68.59,-5.04,blue,68.68072087868197,-4.97449080988846,True
blue,72.51,-4.71,blue,72.51903212313324,-4.7111911637031385,True
blue,77.32,-3.95,blue,77.29625969277083,-3.8512622220138457,True
blue,81.98,-2.78,blue,81.95551988524097,-2.794710029157268,True
blue,85.57,-1.54,blue,85.61295705476475,-1.4893112315325325,True
blue,89.85,0.39,blue,89.83955106889172,0.3393427287110826,False
blue,93.84,2.73,blue,93.82479277724981,2.622375733481211,False
blue,97.51,5.46,blue,97.60901467353303,5.536056849554452,True
blue,100.2,7.91,blue,100.21891547151911,7.9051970180660165,True
blue,103.24,11.26,blue,103.08149168909875,11.39261121188297,False
blue,105.9,14.91,blue,105.71745458140441,14.953383780583215,True
blue,108.18,18.8,blue,108.06562985529376,18.843077849738137,True
blue,110.1,22.89,blue,110.07543575684555,23.061955999533748,True
blue,111.66,27.15,blue,111.60445460109783,27.247927239168924,True
blue,112.89,31.53,blue,112.84967872533738,31.486084111438128,True
blue,113.83,36.0,blue,113.90131389997602,35.92064525744261,True
blue,114.48,40.52,blue,114.44757670813179,40.46285440992525,True
blue,114.95,46.01,blue,115.02442642859425,45.93113102903917,True
blue,115.11,50.59,yellow,114.9997953854468,50.60301898245058,True
blue,115.07,55.19,blue,115.1264855201826,54.95056952551836,False
blue,114.85,59.79,blue,114.85946275293735,59.891580379589264,True
blue,114.47,64.38,blue,114.44949905350275,64.43588727758807,True
blue,113.9,68.96,blue,113.95041433472578,68.96751438151077,True
blue,112.98,74.43,blue,112.9598993526725,74.33119986714813,True
