tag,x,y,aug_tag,aug_x,aug_y,detected
blue,-495.98,1.5,blank,-495.9054472161081,1.5923676284168333,False
blue,-491.97,1.5,blue,-492.11792464286793,1.4940375644035775,True
blue,-485.94,1.5,blue,-485.98835758612904,1.523378224274598,True
blue,-481.93,1.5,blue,-481.9442489459501,1.4204422302515871,True
blue,-475.9,1.5,blue,-475.87391717989846,1.666183454534809,True
blue,-471.89,1.5,blue,-471.8932617854002,1.4557214104299883,True
blue,-465.86,1.5,blue,-465.72398108458333,1.5005784342575335,True
blue,-461.85,1.5,blue,-461.804357607039,1.5056742392030795,True
blue,-455.82,1.5,blue,-455.8486841682882,1.5448379624119244,True
blue,-451.81,1.5,blue,-451.6681177194872,1.4758893654412961,True
blue,-445.78,1.5,blue,-445.77914821912606,1.5974755581580593,True
blue,-441.77,1.5,blue,-441.6819278547416,1.4187726158778657,True
blue,-435.74,1.5,blue,-435.8252839669802,1.6132647609263175,True
blue,-431.73,1.5,blue,-431.7526697649344,1.5014275575749112,True
blue,-425.7,1.5,blue,-425.79585007621404,1.4461018003572135,True
blue,-421.69,1.5,blue,-421.7058245034995,1.5138121972514316,True
blue,-415.66,1.5,blue,-415.5735948643553,1.5598235229334136,True
blue,-411.65,1.5,blue,-411.66891454500995,1.2629179475001113,True
blue,-405.62,1.5,blue,-405.3731143824291,1.5178881681234087,True
blue,-401.61,1.5,blue,-401.6730126254649,1.4367478263307407,True
blue,-397.59,1.5,blue,-397.65520710109297,1.6311913177929378,True
blue,-391.57,1.5,blue,-391.58364205800433,1.4636960899480025,True
blue,-387.55,1.5,blue,-387.6229944727321,1.5572287451625695,True
blue,-381.53,1.5,blue,-381.2448156818469,1.4573130876690568,True
blue,-377.51,1.5,blue,-377.4445218149993,1.5844669938201656,True
blue,-371.49,1.5,blue,-371.57193795592445,1.5756427387855376,True
blue,-367.47,1.5,blue,-367.47389669969397,1.450222672839878,True
blue,-361.45,1.5,blue,-361.3261634574058,1.5550925294943607,True
blue,-357.43,1.5,blue,-357.4082569035458,1.7619262000890077,True
blue,-351.41,1.5,blue,-351.33000812653063,1.4793924388918722,True
blue,-347.39,1.5,blue,-347.35339544384345,1.3819873360804524,False
blue,-341.37,1.5,blue,-341.3326362334824,1.4905064270532824,True
blue,-337.35,1.5,blue,-337.3889540566079,1.4716168492443875,True
blue,-331.33,1.5,blue,-331.2230429582848,1.311698151009758,True
blue,-327.31,1.5,yellow,-327.3351118141009,1.5498989109554393,True
blue,-321.29,1.5,blue,-321.21430305468215,1.5466367842997828,True
blue,-317.27,1.5,blue,-317.32039116406713,1.36062939448106,False
blue,-311.24,1.5,blue,-311.2118044479732,1.5847737429794941,True
blue,-307.23,1.5,blue,-307.15373830225656,1.3674895743291866,True
blue,-301.2,1.5,blue,-301.3820204206767,1.4371606606217255,True
blue,-297.19,1.5,yellow,-297.22599218262576,1.4882488022265812,True
blue,-293.17,1.5,blue,-293.11202557114814,1.4743294154770923,True
blue,-287.15,1.5,blue,-287.10536432233414,1.4754951026487637,False
blue,-283.13,1.5,blue,-283.1282137049106,1.6251057531824307,True
blue,-277.11,1.5,blue,-277.0382056330319,1.5518011397301918,True
blue,-273.09,1.5,blue,-273.0238744009463,1.591657159119461,True
blue,-267.07,1.5,blue,-267.0107684853396,1.3162538766874574,True
blue,-263.05,1.5,blue,-263.1100621673762,1.5949768833858424,True
blue,-257.03,1.5,blue,-257.34399046762627,1.4958722054832294,True
blue,-253.01,1.5,blue,-252.98622891698844,1.534997836385142,True
blue,-246.99,1.5,blue,-246.9958024731792,1.6855866356731715,False
blue,-242.97,1.5,blue,-243.0298999735918,1.7093598752347001,True
blue,-236.95,1.5,blue,-236.96993737118754,1.45484975093456,True
blue,-232.93,1.5,blue,-232.8875690614973,1.5918918570899157,True
blue,-226.91,1.5,blue,-227.03373353344057,1.470665566493019,True
blue,-222.89,1.5,blue,-222.991801250845,1.3779851324368653,True
blue,-216.87,1.5,blue,-216.85403987181195,1.51559828619945,True
blue,-212.85,1.5,blue,-212.86479857344787,1.5034507861728221,True
blue,-206.83,1.5,blue,-206.76395189325584,1.5482217278501553,True
blue,-202.81,1.5,blue,-202.71131357210663,1.4864238554087759,True
blue,-198.8,1.5,blue,-198.90579202854912,1.602110135694239,True
blue,-192.77,1.5,blue,-192.78770633463466,1.306235105843393,True
blue,-188.76,1.5,blue,-188.6845648825729,1.3789979162846766,True
blue,-182.73,1.5,blue,-182.74033300067143,1.8510558451233814,True
blue,-178.71,1.5,blue,-178.65048876865606,1.4639141448294086,True
blue,-172.69,1.5,blue,-172.57722510251156,1.310979332995557,True
blue,-168.67,1.5,blue,-168.62074765906453,1.3460893080351528,True
blue,-162.65,1.5,blue,-162.50344192610947,1.3901629537597882,True
blue,-158.63,1.5,blue,-158.55803860799156,1.5147046693304809,True
blue,-152.61,1.5,blue,-152.58948735065167,1.719344315508951,True
blue,-148.59,1.5,blue,-148.6736051091172,1.448998772310424,True
blue,-142.57,1.5,blue,-142.63968591381325,1.7161898303333056,True
blue,-138.55,1.5,blue,-138.3900718191702,1.5453533933298653,True
blue,-132.53,1.5,blue,-132.5305331993783,1.3243932326873602,True
blue,-128.51,1.5,blue,-128.4549542829473,1.3843138021532222,True
blue,-122.49,1.5,blue,-122.6910091935424,1.5470563065439573,True
blue,-118.47,1.5,blue,-118.23572451527575,1.5055103663608487,True
blue,-112.45,1.5,blue,-112.45496298965901,1.5144692302624494,True
blue,-108.43,1.5,blue,-108.50897144896653,1.4890222079756454,True
blue,-102.41,1.5,blue,-102.47175475279784,1.4430153624023245,True
blue,-98.39,1.5,blue,-98.55300958172303,1.4297411789150367,True
blue,-94.38,1.5,blue,-94.26412434560177,1.5721937117276088,True
blue,-88.35,1.5,blue,-88.3267964394471,1.5912209768751222,True
blue,-84.34,1.5,blue,-84.28417069633427,1.629727620974911,True
blue,-78.31,1.5,blue,-78.51312928334734,1.4867804658455517,True
blue,-74.3,1.5,big_orange,-74.28655159021383,1.500325879615664,True
blue,-68.27,1.5,blue,-68.28183499671911,1.5285745550911611,True
blue,-64.26,1.5,blue,-64.2970760112978,1.6181322283145414,True
blue,-58.23,1.5,blue,-58.07465073535065,1.4572171527797364,True
blue,-54.22,1.5,blue,-54.126653970329336,1.7112045065326038,True
blue,-48.19,1.5,blue,-48.289943130882186,1.5278852469511892,False
blue,-44.18,1.5,blue,-44.11345425902393,1.571317512649442,True
blue,-38.15,1.5,blue,-38.108953644312145,1.5079118059753727,True
blue,-34.14,1.5,blue,-34.064522830878644,1.4137567818505083,True
blue,-28.11,1.5,blue,-27.970706476610307,1.447928071905165,True
blue,-24.1,1.5,blue,-24.15073280091855,1.4372752839263006,True
blue,-18.07,1.5,blue,-18.172381487651464,1.4280655618490923,True
blue,-14.06,1.5,blue,-14.151246681362212,1.5387767580161986,True
blue,-8.03,1.5,blue,-7.959423830309347,1.3749159316367325,True
blue,-4.02,1.5,blue,-4.053022150860705,1.654947369048319,True
yellow,-495.98,-1.5,yellow,-496.0157665213914,-1.4708335068471885,True
yellow,-491.97,-1.5,yellow,-491.89078971443575,-1.5376709921939657,True
yellow,-485.94,-1.5,yellow,-485.94017072339255,-1.6932211043891838,True
yellow,-481.93,-1.5,yellow,-481.9956002455666,-1.4624971319114173,True
yellow,-475.9,-1.5,yellow,-476.0030494483693,-1.3597012888901823,True
yellow,-471.89,-1.5,yellow,-471.80713855615573,-1.5293182794480156,True
yellow,-465.86,-1.5,yellow,-465.8047271478607,-1.497530516089561,True
yellow,-461.85,-1.5,yellow,-461.83992535160536,-1.5211730604918696,True
yellow,-455.82,-1.5,yellow,-455.85692498617027,-1.4001224316711731,True
yellow,-451.81,-1.5,yellow,-451.63216701878895,-1.337404719212952,True
yellow,-445.78,-1.5,yellow,-445.7708442961995,-1.5163739036621966,True
yellow,-441.77,-1.5,yellow,-441.7441687341326,-1.3783335211884258,True
yellow,-435.74,-1.5,yellow,-435.6533650600379,-1.6960664613333742,True
yellow,-431.73,-1.5,yellow,-431.8084535948941,-1.4497890903687107,True
yellow,-425.7,-1.5,yellow,-425.82640839476596,-1.551489507484623,True
yellow,-421.69,-1.5,yellow,-421.65160969291065,-1.4617004242213263,True
yellow,-415.66,-1.5,yellow,-415.86480836732534,-1.4726595740815798,True
yellow,-411.65,-1.5,yellow,-411.77834098148514,-1.4953105449246489,True
yellow,-405.62,-1.5,yellow,-405.60700068283313,-1.568689482133513,True
