tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,10.98,1.81,blank,10.953621912995823,1.6908939219905672,True
blue,16.25,2.22,blue,16.33939383100954,2.219063885127065,True
blue,21.28,2.8,blue,21.263343298684962,2.9634334095429775,True
blue,25.97,3.55,blue,25.91364946839235,3.4011677730718484,True
blue,31.06,4.65,blue,30.939814777581045,4.771640357819819,True
blue,35.48,5.95,blue,35.48042868629542,6.000412389693918,True
blue,40.19,7.91,blank,40.05499022093222,7.746711346520415,True
blue,44.3,10.72,blue,44.28018712866168,10.593373621591166,True
blue,45.69,14.81,blue,45.713530653678916,14.805476695353223,True
blue,42.45,18.35,blue,42.55105942657025,18.44295212961949,True
blue,38.23,20.69,blue,38.250256388853906,20.665669655118606,False
blue,33.51,22.76,blue,33.61965489833718,22.72050035237828,False
blue,28.99,24.74,blue,29.135412499799987,24.823699251522072,True
blue,24.76,27.06,blue,24.660800196947385,27.075914890432227,True
blue,20.81,30.02,big_orange,20.847952713355166,30.103538443084062,True
blue,17.0,33.3,blue,17.01186105084777,33.3986331650305,True
blue,12.98,35.81,big_orange,13.047253331266127,35.556176148242784,True
blue,8.31,36.98,blue,8.271109742841833,36.99848391562659,True
blue,3.36,36.86,blue,3.485102033887072,36.858863751645465,True
blue,-1.31,36.01,blue,-1.1381842893174543,35.94556933103536,True
blue,-6.38,34.78,blue,-6.21576612964581,34.82044811190321,True
blue,-11.23,33.89,blue,-11.036831547510443,33.873369821227776,False
blue,-15.79,34.16,blue,-15.636151713883006,34.320682698336455,True
blue,-20.13,36.42,blue,-20.165289481171996,36.39966846058936,True
blue,-23.36,39.87,blue,-23.32749288371319,39.93003453507459,True
blue,-26.22,43.87,blue,-26.026298292621462,43.90859238430616,False
blue,-28.94,47.83,blue,-28.930377387850832,47.593168345524056,True
blue,-32.09,51.89,blue,-31.969431386564853,52.00483935059075,True
blue,-35.61,55.26,blue,-35.50992950026516,55.25145972222358,True
blue,-39.99,57.06,blue,-40.06395151254138,56.89599871092961,True
blue,-43.83,55.02,blue,-43.74971170572956,54.95919028205896,True
blue,-46.07,50.76,blue,-46.10475048171056,50.82225197376751,True
blue,-47.3,46.08,yellow,-47.21108534687483,46.20111263119143,True
blue,-47.97,41.22,blue,-48.00650120327872,41.32980470396965,True
blue,-48.33,36.14,blue,-48.50794012515308,35.98240898417445,True
blue,-48.52,31.15,blue,-48.578620757402724,31.308430554884662,True
blue,-48.74,26.04,blue,-48.720184825658535,25.93944690934249,True
blue,-49.24,21.12,blue,-49.159771369174955,20.863890798745814,True
blue,-50.48,16.3,blue,-50.49874578782154,16.334614099893567,True
blue,-52.72,12.19,blue,-52.61478373102211,12.149758053979328,False
blue,-55.95,8.48,blue,-55.813688546308,8.37592641276385,True
blue,-59.3,4.88,blue,-59.30274936138831,4.992921144418705,True
