tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,11.55,1.69,blue,11.646212856575847,1.8255372791101099,False
blue,16.38,1.9,blue,16.35510857218598,1.8490055479696195,True
blue,20.27,2.13,blue,20.222394841350315,2.346104272880846,False
blue,25.15,2.51,blue,25.17963744124821,2.5531527810232792,True
blue,30.05,3.01,blue,30.09791142843134,2.9405405141244847,True
blue,34.98,3.67,blue,35.013066804296564,3.6200561207417614,True
blue,38.93,4.31,blue,38.78285055801494,4.3648003456977085,True
blue,43.86,5.3,blue,43.95905922242607,5.366184324419199,True
blue,48.78,6.5,blue,48.76205355664038,6.407573574858413,False
blue,52.68,7.64,blue,52.77339181666028,7.692399714530171,True
blue,56.54,8.94,blue,56.45160558628059,8.996177988268908,True
blue,61.27,10.81,blue,61.377210334717645,10.916722583789284,True
blue,64.97,12.51,blue,65.02579984411442,12.478800085969354,True
blue,68.56,14.41,blue,68.71024321355404,14.385761760667886,True
blue,72.86,17.04,blue,72.88847807071025,17.01984074580071,False
blue,76.14,19.37,blue,76.39288001334225,19.315514490647057,True
blue,79.24,21.88,big_orange,79.26411144192039,21.97547883114177,False
blue,82.83,25.29,blue,82.6494188279447,25.308878717809137,True
blue,85.45,28.2,blue,85.42978875348471,28.299818918801368,True
blue,87.82,31.28,blue,87.72565638517061,31.24550496514285,True
blue,89.94,34.51,blue,89.99203079014934,34.46153595326684,True
blue,92.18,38.72,blue,92.14997652715252,38.76382421903404,True
blue,93.64,42.22,yellow,93.66230783637754,42.31656984573161,True
blue,94.78,45.81,big_orange,94.64369979113633,45.93838598820305,True
blue,95.76,50.38,blue,95.83197879353791,50.26924107169802,False
blue,96.17,54.09,blue,96.23763721711823,54.02456619327956,True
blue,96.25,57.81,blue,96.29501276541673,57.66400557900652,True
blue,95.88,62.45,blue,96.0986775997386,62.47099697082911,True
blue,95.21,66.13,blue,95.37984036808643,65.9394244184453,True
blue,94.22,69.75,blue,94.11476965969949,69.7861893255921,True
blue,92.9,73.29,blue,92.89043052364765,73.47691572652572,True
blue,90.84,77.57,blue,90.6452628472079,77.65050585800077,True
blue,88.85,80.86,blue,88.93195450747966,80.9807143608614,True
blue,86.6,84.0,yellow,86.79179414027281,83.91867579048017,True
blue,83.42,87.72,blue,83.36252331416732,87.732930369275,False
blue,80.62,90.49,blue,80.54073185365343,90.42328132067982,True
blue,77.61,93.09,blue,77.59906110652629,93.23625642358418,True
blue,74.42,95.5,blue,74.44102594776385,95.45177396143393,True
blue,70.19,98.24,blue,70.26787484655706,98.21273889020136,True
blue,66.66,100.22,blue,66.74545451334026,100.27615556023117,True
blue,63.0,102.0,blue,62.968066430972954,101.97735061415263,True
blue,58.31,103.97,blue,58.32492274754499,103.82040787856737,True
blue,54.48,105.34,blue,54.65243518707237,105.36002950829074,True
blue,49.61,106.82,blue,49.6259160539797,106.69619660388909,True
blue,45.68,107.82,blue,45.85174845042028,107.87190552849634,True
blue,40.75,108.86,blue,40.786238607099904,108.7143914865526,False
blue,35.8,109.7,blue,35.682094009146965,109.78065186372085,True
blue,31.86,110.25,blue,31.892464426178872,110.29058557514844,False
blue,26.94,110.79,blue,26.98523622262956,110.67518123557123,True
blue,22.04,111.19,blue,21.889271669399996,111.38505927674825,False
blue,17.18,111.48,blue,17.040517072428408,111.63318378233392,True
blue,12.33,111.68,blue,12.240802148786727,111.59236769809841,True
blue,7.51,111.8,blue,7.549556615116277,111.71896650399685,False
blue,2.7,111.84,blue,2.6647567901641684,111.76881372785151,True
blue,-2.1,111.82,blue,-2.0927675133946804,111.86427424134779,True
blue,-6.91,111.74,blue,-6.93965759361667,111.69539954576283,True
blue,-11.73,111.58,blue,-11.621743590436964,111.63811618034414,True
blue,-16.58,111.34,blue,-16.404898984197533,111.30068015478973,True
blue,-21.45,111.0,blank,-21.492381799259583,111.04126280048084,True
blue,-26.34,110.55,blue,-26.089140436800392,110.46793400482636,True
blue,-30.28,110.09,blue,-30.331745172852738,110.19568938513137,True
blue,-35.21,109.37,blue,-35.291190708135474,109.25630771754341,True
blue,-40.15,108.46,blue,-40.13376869388045,108.50031868803751,True
blue,-44.09,107.59,blue,-44.15169516018188,107.82340191828209,True
blue,-48.99,106.29,blue,-49.117717952349174,106.17271466063357,False
blue,-52.87,105.08,blue,-52.73365548866783,104.81574210920249,True
blue,-57.65,103.32,blue,-57.69620083495551,103.42839406583724,True
blue,-61.39,101.71,blue,-61.49218154718795,101.81910638410893,True
blue,-65.03,99.91,blue,-65.12952125841849,99.77124851329549,True
blue,-69.42,97.39,blue,-69.45723047274403,97.4553354987504,False
blue,-72.78,95.16,blue,-72.78317507936931,95.31544455220923,False
blue,-75.97,92.74,blue,-75.93903268560611,92.66028483920616,False
blue,-78.97,90.13,blue,-78.9791541333592,90.11320053758445,True
blue,-82.42,86.62,yellow,-82.5982661500261,86.66669770931662,True
blue,-84.92,83.62,blue,-84.94972503578339,83.73065737899215,True
blue,-87.17,80.47,blue,-87.0898881406196,80.34422085390942,False
blue,-89.59,76.33,blue,-89.5559708943736,76.31689380964426,True
blue,-91.2,72.88,blue,-91.12332651152744,72.95795140116056,True
blue,-92.5,69.34,blue,-92.5157187510832,69.1864374928558,True
blue,-93.49,65.72,blue,-93.15088596381287,65.56202267252442,True
blue,-94.26,61.11,blue,-94.4628498653744,61.24810205665995,True
blue,-94.51,57.4,blue,-94.54724417888085,57.3425582321524,True
blue,-94.42,53.67,blue,-94.32561725527025,53.586161509463594,True
blue,-93.84,49.05,blue,-93.75190217872021,48.98815646247469,True
blue,-93.01,45.4,blue,-92.90127594866101,45.57647758232617,True
blue,-91.85,41.81,blue,-92.06321205606915,41.52560252100975,True
blue,-89.97,37.47,blue,-90.13399572504927,37.36760622801341,True
blue,-88.14,34.11,blue,-88.06386822984022,34.10982032315717,True
blue,-86.02,30.9,blue,-86.1746829076311,30.960213818888686,True
blue,-83.63,27.82,blue,-83.4565078364198,27.71839542702843,True
blue,-80.31,24.22,blue,-80.23895770674979,24.187811095701907,True
blue,-77.4,21.53,blue,-77.48540452893258,21.534795711901005,True
blue,-74.29,19.02,blue,-74.36524263410483,18.923104589865957,True
blue,-70.17,16.16,blue,-70.29900262797229,16.268035792661685,True
blue,-66.7,14.09,blue,-66.59501339997227,13.845011238845077,True
blue,-63.1,12.21,blue,-63.187968225810174,12.142261993790889,False
blue,-58.46,10.12,blue,-58.31338908587119,10.154563353543129,True
blue,-54.66,8.66,blue,-54.63485744935074,8.726043178418342,True
blue,-49.82,7.09,blue,-49.872658515043774,6.9753570786600605,False
blue,-45.91,6.01,blue,-45.878089074406006,5.801321561638572,True
blue,-40.98,4.87,blue,-41.13884217349272,4.756329176770078,True
blue,-37.03,4.12,blue,-36.905570717812445,4.160340621744951,True
blue,-32.09,3.35,blue,-32.214182153417234,3.3298695472076996,False
blue,-27.16,2.75,blue,-27.123084368449515,2.865212539287926,True
blue,-23.23,2.38,blue,-23.110832850180767,2.4648826770130237,True
blue,-18.35,2.02,blue,-18.574019185321923,2.2017772365135,False
blue,-13.49,1.77,blank,-13.416034826256837,1.6626619998302052,False
blue,-8.66,1.61,blue,-8.635296074062962,1.5666821371324708,True
blue,-3.84,1.52,blue,-3.662048350793578,1.4924126256738472,True
blue,0.96,1.5,yellow,0.7631032154195546,1.3905108115381561,True
yellow,11.65,-1.31,yellow,11.759445980013252,-1.4492270911585892,False
yellow,16.53,-1.1,yellow,16.4331787992655,-1.0386674737165984,False
yellow,21.45,-0.8,yellow,21.279247851763575,-0.8622755048272496,True
yellow,25.41,-0.48,yellow,25.273791294794687,-0.6481766230003934,True
yellow,30.4,0.03,yellow,30.34132236289977,0.09816569115677856,True
yellow,35.42,0.7,yellow,35.52227452617259,0.6737489749639687,True
yellow,40.47,1.55,yellow,40.573498763090214,1.5289668627332214,True
yellow,44.51,2.37,yellow,44.48707020014291,2.294404639464647,True
yellow,49.56,3.6,yellow,49.545544751335946,3.6810870925574117,True
yellow,53.58,4.77,yellow,53.63777028467563,4.634106332512105,True
yellow,58.55,6.48,yellow,58.66118059279914,6.587637861726814,False
yellow,62.46,8.05,yellow,62.4738547232521,8.210830169666878,True
yellow,67.24,10.3,yellow,67.32742857586472,10.169471474160064,True
