tag,x,y,aug_tag,aug_x,aug_y,detected
blue,57.52,46.2,blue,57.36606223937235,46.072144560410266,True
blue,60.17,49.96,blue,60.247374841206096,50.00831710432498,True
blue,63.0,53.94,blue,62.964928316285906,53.891295245219524,False
blue,65.92,58.09,blue,65.8312982296372,58.1856544104047,True
blue,68.8,62.34,blue,68.68708903251319,62.28021896526329,True
blue,71.53,66.59,blue,71.62431301712719,66.48357527407607,True
blue,73.99,70.75,blue,73.88308021272584,70.7145803308011,True
blue,76.39,75.34,blue,76.50666823291239,75.06949034721836,False
blue,78.15,79.49,blue,78.02378645016736,79.5332019285469,True
blue,79.41,84.67,yellow,79.39688373366621,84.71606210904443,True
blue,77.53,88.66,blue,77.58844958237977,88.69673563523457,True
blue,72.97,88.45,blue,73.1664404376452,88.3303740299402,True
blue,68.34,86.9,blue,68.42269750238708,86.96465999655751,True
blue,63.78,84.86,blue,63.75038013636166,84.88476994133235,True
blue,59.21,82.63,blue,59.225625091214404,82.68170175297372,True
blue,54.88,80.64,blue,54.80999714925695,80.58161303432944,True
blue,50.11,79.11,blue,50.01958824131374,79.27110005456797,True
blue,45.5,79.44,blue,45.45844401194572,79.31220842496039,True
blue,42.16,82.58,blue,42.10484912001148,82.49967526597106,True
blue,40.41,87.29,blue,40.40985989606297,87.35185851197663,True
blue,39.57,91.67,blue,39.4863570227484,91.64789581503855,True
blue,38.9,96.74,blue,38.84056253686045,96.74202274102785,True
blue,38.38,101.65,blue,38.290987476014266,101.63373769057674,True
blue,37.84,106.88,blue,37.8260286668081,106.81017506613969,True
blue,37.34,111.54,blue,37.47518260755478,111.52112180769828,True
blue,36.76,116.29,blue,36.6931528964975,116.357026723452,True
blue,36.1,121.08,blue,36.0423650747038,121.0089209418111,True
blue,35.35,125.87,blue,35.3655612893237,125.75377223078478,False
blue,34.33,131.4,big_orange,34.21231589377467,131.3174275108647,True
blue,33.34,136.05,blue,33.41133045964379,136.21657385849298,True
blue,32.25,140.6,blue,32.182203494064304,140.63269637713518,True
blue,30.84,145.74,blue,31.008160720445414,145.78719798826876,True
blue,29.52,149.98,blue,29.50902590990076,149.97576002550875,True
blue,27.86,154.69,blue,27.754360256399774,154.81587660616648,True
blue,25.81,159.71,blue,25.866716204574086,159.69964642391466,True
