tag,x,y,aug_tag,aug_x,aug_y,detected
blue,11.3,1.39,blue,11.259357945851105,1.4015019226678984,True
blue,16.11,0.76,blue,16.007927174286927,0.5951619268248085,True
blue,19.98,-1.57,blue,19.786602638961032,-1.6601596478007794,True
blue,20.87,-5.76,blue,20.920720931826732,-5.749633508529801,True
blue,19.69,-10.63,blue,19.643851233908666,-10.579322174531436,True
blue,18.08,-15.22,blue,18.157577838266647,-15.196156943504318,True
blue,16.5,-20.01,blue,16.699962446253522,-19.993905917903074,True
blue,15.34,-24.97,blue,15.358854104672448,-25.094892955916237,True
blue,15.29,-29.84,blue,15.302325218211564,-29.909623407593088,True
blue,18.26,-33.01,blue,18.33058358834584,-32.773231998243006,True
blue,22.94,-32.68,blue,22.96312746828504,-32.67240472274753,False
blue,27.81,-31.75,blue,27.84247148440981,-31.88674430726827,True
blue,32.4,-32.4,blue,32.40130065880037,-32.30544484433177,True
blue,35.69,-35.39,blue,35.75549894739623,-35.3042791358054,True
blue,38.09,-39.94,blue,38.34534584054149,-39.83483120214099,True
blue,39.82,-44.34,blue,40.03447783163121,-44.392305921084,True
blue,41.66,-49.38,blue,41.52245146265351,-49.55783636899278,True
blue,43.23,-53.54,blue,43.423927771517825,-53.55308181444922,False
blue,45.19,-58.33,blue,45.05478703759688,-58.3928207098937,False
blue,47.34,-62.9,blue,47.33985174682098,-62.800672987222896,True
blue,49.93,-67.5,blue,50.033537854490504,-67.53127987501631,True
blue,52.61,-71.26,blue,52.664759295579216,-71.3711290346807,True
blue,56.34,-74.85,blue,56.294085361295416,-74.94209392832425,True
blue,60.79,-76.38,blank,60.890627723488336,-76.29708392192121,True
blue,65.02,-74.33,blue,64.90575047001309,-74.31997774687699,True
blue,68.24,-70.81,blue,68.19389475086368,-70.79551214854146,True
blue,71.41,-67.01,blue,71.08694696909211,-66.82079873075722,True
blue,74.7,-63.22,blue,74.74079522509973,-63.25000406215884,True
blue,77.49,-59.14,blue,77.50088666593572,-59.22430763221853,True
blue,78.8,-54.55,blue,78.85722042715862,-54.83973811228675,True
blue,78.4,-49.49,blue,78.51148276510392,-49.432538067246504,True
blue,76.88,-45.04,blue,76.91301057727786,-45.13314323654811,True
blue,74.52,-40.68,blue,74.51296216439181,-40.70438935548991,True
blue,71.58,-36.6,blue,71.66001505462613,-36.536797781383285,True
blue,68.28,-32.91,blue,68.3512405046458,-32.975118308577464,True
blue,64.81,-29.65,blue,64.83399609315416,-29.750329158693777,True
blue,60.92,-26.53,blue,60.98890677395039,-26.631716153232162,True
blue,56.67,-23.58,blue,56.71532372241223,-23.69255794406653,True
blue,52.61,-21.11,blue,52.706430338930154,-20.997083910404125,True
blue,47.99,-18.59,blue,47.86233122210391,-18.432637947621316,True
blue,43.46,-16.28,blue,43.72690656475059,-16.21130366494043,True
blue,39.27,-14.14,blue,39.36366978498926,-14.116244432575165,True
blue,34.77,-11.38,blue,34.87011687048416,-11.48353086588995,True
blue,31.89,-7.99,blue,31.63927019535302,-8.064966393540145,False
blue,31.77,-3.58,blue,31.790617204887525,-3.7307458718071467,True
blue,34.13,0.83,blue,34.00052387405152,0.7404496101174347,True
blue,37.1,4.63,blue,36.964217507846364,4.749913504922475,True
blue,40.43,8.48,blue,40.48555048454772,8.579137077785347,True
blue,43.71,12.22,blue,43.799283944737745,12.23777510980284,True
blue,46.67,15.66,blue,46.77411625554486,15.755138922867522,True
blue,50.14,19.88,blue,50.20767844936039,19.804040430617192,True
blue,53.0,23.61,blue,53.042259716589214,23.50330510420244,True
blue,56.05,27.95,blue,56.05287924545394,28.052326943336507,True
blue,58.64,32.16,blue,58.75735509809947,32.18366262432943,True
