tag,x,y,aug_tag,aug_x,aug_y,detected
blue,10.99,1.34,blue,11.059773740692336,1.3621993524762968,True
blue,15.78,0.93,blue,15.855916302174773,0.8249912056664516,True
blue,20.71,0.14,blue,20.77626764699079,0.1704924458987199,True
blue,25.79,-1.01,blue,25.70580854492578,-1.0039228006952006,True
blue,30.47,-2.25,blue,30.643171638787152,-2.1042922102299038,False
blue,35.05,-3.52,blue,34.91433239191951,-3.52567897037057,True
blue,39.93,-4.84,blue,39.92217376305261,-4.725079999718455,True
blue,44.47,-5.97,blue,44.45920719532332,-5.885067739983636,False
blue,49.7,-7.08,blue,49.712836803406795,-7.230709831289587,True
blue,54.35,-7.85,blue,54.43392992193442,-7.759838153001099,True
blue,59.41,-8.35,blue,59.38232268222157,-8.45076535001603,True
blue,64.61,-8.39,blue,64.53529488629067,-8.458956587795281,False
blue,69.11,-7.82,blue,69.13789561507825,-7.983310352938989,True
blue,73.8,-6.09,blue,73.68369637656659,-5.9767713620496155,True
blue,76.83,-2.61,blank,76.73823883649044,-2.7192326402084435,True
blue,76.68,1.99,blue,76.47874290260562,1.9773785937965391,True
blue,74.55,6.27,blue,74.49978356235128,6.145561737387306,True
blue,71.36,10.33,blue,71.2613786243094,10.320324548210916,True
blue,68.1,13.69,blue,68.1708371185396,13.684978122112875,True
blue,64.29,17.12,blue,64.09219928961305,17.15038632603557,True
blue,60.38,20.3,blue,60.456409065529414,20.227659516875885,True
blue,56.4,23.22,blue,56.20296914400011,23.229889718079892,True
blue,52.27,25.85,blue,52.05944113806026,25.86997067538679,True
blue,47.89,28.15,blue,48.01034594254599,28.10890503289463,False
blue,43.18,30.06,blue,43.19031628691451,30.182761724678457,True
blue,38.57,31.48,blue,38.484555064766404,31.408170123572912,True
blue,33.8,32.58,blue,33.823756985852285,32.87821748814171,True
blue,29.06,33.49,blue,29.001200189659993,33.46241638282351,True
blue,24.17,34.44,blue,24.30828936039964,34.46347179204444,False
blue,19.43,35.76,blue,19.618931247436056,35.81890319299392,True
blue,15.11,37.89,blue,15.191980185972742,37.78662558127033,True
blue,11.45,41.14,blue,11.50227107952277,41.23872455216525,True
blue,8.29,45.17,blue,8.336747764148175,45.145934168425285,True
blue,5.17,48.8,blue,5.297479085537,48.845138645628154,True
blue,0.98,51.1,blue,1.1294435480366507,51.08478214199895,True
blue,-3.44,50.59,big_orange,-3.5282001728583503,50.58615412548281,True
blue,-7.79,48.07,blue,-7.6767221752059225,47.937376124854886,True
blue,-11.38,44.88,blue,-11.515751640919627,44.99507153004743,True
blue,-14.9,41.05,blue,-14.871441975151587,41.10294327148897,True
blue,-17.95,37.48,big_orange,-17.960483328475654,37.46131297322981,True
blue,-21.51,33.76,blue,-21.65423611337797,33.804112196251936,True
blue,-25.38,31.47,blue,-25.395287448350985,31.45748989259753,True
blue,-29.84,31.86,blue,-29.951765849042722,31.963978740168205,True
blue,-33.52,34.43,yellow,-33.3193349531411,34.399827153072195,True
blue,-37.09,38.25,blue,-37.0162994507169,38.19455428740883,True
blue,-40.22,42.13,blue,-40.201569820208846,42.20197893541495,True
blue,-43.21,46.03,blue,-43.39119581921424,46.08394567931372,True
blue,-45.92,49.6,blue,-45.909824982956565,49.6694128292259,True
blue,-48.83,53.4,blue,-48.72480768867723,53.35603836782717,True
blue,-51.94,57.36,blue,-51.968567054892155,57.358791054709314,True
blue,-55.21,61.4,blue,-55.25020410999857,61.31706748150143,True
blue,-58.63,65.43,blue,-58.597987113322844,65.32701718978858,True
blue,-61.44,68.6,blue,-61.31401724978167,68.6355277938759,True
blue,-65.01,72.41,blue,-64.86845614340413,72.3211134942394,True
blue,-68.6,75.99,blue,-68.724120510034,75.99100881128867,True
blue,-72.16,79.27,blue,-72.2276960679838,78.98609387002845,True
blue,-76.29,82.71,blue,-76.26777793913327,82.80283020078244,True
blue,-80.17,85.5,blue,-80.2773843138103,85.51824730538794,True
blue,-84.77,88.13,blue,-84.80143053102157,88.00105173069717,True
blue,-89.45,89.54,blue,-89.47158533569387,89.61324181515546,True
blue,-92.17,87.1,blue,-92.00742462725044,86.9144844256265,True
blue,-91.32,82.73,blue,-91.28666710746955,82.53231852820748,True
blue,-89.17,77.96,blue,-89.1887837867912,77.97796687266889,False
blue,-86.75,73.85,blue,-86.70149662027809,73.84486296248028,True
blue,-83.84,69.58,blue,-83.71169499771675,69.7344560859794,False
blue,-81.09,65.92,blue,-81.0979699146573,65.81628635523444,True
blue,-77.75,61.75,blue,-77.92622805459101,61.763478823632155,True
blue,-74.91,58.35,blue,-75.15825123460877,58.40283843064754,True
blue,-71.34,54.14,blue,-71.2855238404199,53.94552685647125,True
blue,-68.25,50.32,blue,-68.12768843842895,50.22680622045471,False
blue,-65.53,46.49,blue,-65.36664145681273,46.5961394020134,True
blue,-63.44,41.91,blue,-63.24760793374768,42.11192777027412,True
blue,-63.46,37.35,blue,-63.43763724754686,37.27495506992157,True
blue,-65.71,33.19,big_orange,-65.55338603901805,33.25015231306503,True
blue,-68.93,29.45,blue,-69.01532653190587,29.35495020936478,True
blue,-72.0,25.72,blue,-71.97157308640529,25.545794186649776,True
blue,-74.24,21.29,blue,-74.32485034411995,21.32503864038813,True
blue,-74.0,16.61,blue,-73.998265280575,16.731032841994885,True
blue,-71.27,12.71,blue,-71.36363130629269,12.738155172166362,True
blue,-67.48,9.48,blue,-67.43178044306659,9.431299423281798,True
blue,-63.68,6.5,blue,-63.58769383373223,6.459774019310355,True
blue,-60.23,2.87,blue,-60.16376069897833,2.854799378272741,True
blue,-58.04,-1.24,blue,-58.01060089130676,-1.1420080770153254,True
blue,-56.76,-5.88,blue,-56.77602381060973,-5.920196281420375,True
blue,-55.77,-10.68,blue,-55.66538444328999,-10.795514979268065,True
blue,-54.18,-15.58,blue,-54.25294786149459,-15.635285547511863,True
blue,-51.23,-19.18,blue,-51.36167247495858,-19.007790894098864,True
blue,-46.72,-20.25,blue,-46.8878022211513,-20.081144011719164,True
blue,-42.23,-19.21,blue,-42.24989304420569,-19.171820465792436,True
blue,-37.53,-16.89,blue,-37.59901454877633,-16.911089439848674,True
blue,-33.45,-14.18,yellow,-33.53764252713242,-14.139317757864365,True
blue,-29.81,-11.39,blue,-29.708187987587575,-11.432769748857272,True
blue,-25.64,-8.01,blue,-25.573405438220878,-7.994608966751414,False
blue,-22.04,-5.15,blue,-22.06540509897035,-5.360819695770856,False
blue,-17.7,-2.19,blue,-17.581162527726935,-2.2173055882446273,True
blue,-13.49,-0.15,blue,-13.395775728580992,-0.09502943594000143,True
blue,-8.76,1.06,blue,-8.937085189665986,1.1253660947716861,True
blue,-3.79,1.46,blue,-3.7248694624458416,1.3309838140007846,True
blue,1.17,1.5,blue,1.1750809073123438,1.413701266558389,True
yellow,11.15,-1.68,yellow,11.067187003856294,-1.8853341260839571,True
yellow,15.76,-2.09,yellow,15.737677945523526,-1.9180292235064762,False
yellow,20.91,-2.96,yellow,20.97096841300602,-3.038258162877549,True
yellow,25.5,-4.03,blue,25.663744073598295,-4.026716551976511,True
yellow,30.17,-5.28,yellow,30.143874641042615,-5.276712200359785,True
yellow,35.31,-6.7,yellow,35.34200565701988,-6.711255639345811,True
yellow,39.74,-7.89,yellow,39.724427728585574,-7.915103900802375,True
yellow,44.96,-9.16,yellow,44.86879178423289,-9.143762179866918,True
yellow,49.74,-10.14,yellow,49.70311795099737,-10.267887573446576,True
yellow,54.54,-10.9,yellow,54.67670623793086,-10.871921332151302,True
yellow,59.23,-11.35,yellow,59.19416579978147,-11.347998469408498,True
yellow,64.24,-11.41,yellow,64.34847560352294,-11.394459346136172,True
yellow,69.27,-10.85,yellow,69.26407410348203,-10.823544627556169,True
yellow,73.92,-9.41,yellow,73.80933065692484,-9.536056255399883,True
yellow,77.69,-6.82,yellow,77.79479166577816,-6.645921210376193,True
yellow,79.94,-2.58,yellow,79.89616358792318,-2.4197290123096815,True
yellow,79.82,1.87,yellow,79.85456316387263,1.9468388877689284,True
yellow,77.86,6.6,yellow,77.7573573282016,6.747707713853791,True
yellow,75.18,10.48,yellow,75.18625608650272,10.429377476316557,True
yellow,71.92,14.13,yellow,71.80218132057932,14.202337774914195,True
yellow,68.37,17.53,yellow,68.3521801154355,17.719100687687764,True
yellow,64.7,20.69,yellow,64.65958650184682,20.584715531638413,True
yellow,60.65,23.86,yellow,60.69605062178576,23.87824772657514,False
yellow,56.8,26.57,yellow,56.60286096600627,26.598349311059547,True
yellow,52.39,29.23,yellow,52.40738163570975,29.25238401426894,True
yellow,48.04,31.37,yellow,48.1498237074062,31.114908247291726,True
yellow,43.38,33.17,yellow,43.49995136338898,33.347229311863664,True
