tag,x,y
blue,10.58,1.36
blue,15.73,0.62
blue,19.46,-1.87
blue,20.00,-6.28
blue,18.60,-10.52
blue,16.50,-14.97
blue,14.27,-19.36
blue,11.89,-24.10
blue,9.87,-28.32
blue,7.73,-33.28
blue,6.17,-37.43
blue,4.65,-42.58
blue,3.79,-47.59
blue,4.05,-52.45
blue,6.76,-55.74
blue,11.63,-55.29
blue,16.07,-53.34
blue,20.24,-50.96
blue,24.55,-48.24
blue,28.60,-45.50
blue,32.63,-42.27
blue,35.85,-38.93
blue,38.79,-34.87
blue,41.21,-30.52
blue,43.33,-25.83
blue,45.10,-21.52
blue,47.16,-16.84
blue,49.71,-12.68
blue,53.21,-9.55
blue,57.86,-7.52
blue,62.50,-6.02
blue,66.52,-3.62
blue,68.69,0.75
blue,68.69,5.51
blue,67.87,10.21
blue,67.10,15.24
blue,67.69,19.75
blue,70.52,23.62
blue,74.62,26.33
blue,79.05,28.45
blue,83.66,30.44
blue,88.05,32.34
blue,92.54,34.42
blue,96.91,36.66
blue,101.46,39.37
blue,105.41,42.22
blue,108.88,45.43
blue,111.83,49.46
blue,113.21,54.14
blue,112.24,58.83
blue,109.41,62.96
blue,105.95,66.22
blue,101.78,69.19
blue,97.49,71.59
blue,93.01,73.73
blue,88.51,75.86
blue,84.14,78.16
blue,79.66,80.41
blue,74.98,81.42
blue,70.48,79.87
blue,67.18,76.77
blue,64.41,72.67
blue,62.31,68.42
blue,60.39,63.46
blue,58.91,58.66
blue,57.79,54.34
blue,56.66,49.21
blue,55.69,44.16
blue,54.83,39.38
blue,53.88,34.45
blue,52.70,29.81
blue,50.43,25.30
blue,46.62,23.19
blue,42.01,23.76
blue,37.23,25.63
blue,32.90,27.59
blue,28.37,29.56
blue,23.38,31.39
blue,18.78,32.51
blue,13.86,32.71
blue,9.32,30.99
blue,5.93,27.47
blue,2.46,24.02
blue,-1.74,21.66
blue,-6.46,20.07
blue,-11.09,18.89
blue,-15.62,17.82
blue,-20.90,16.45
blue,-25.40,15.04
blue,-29.80,13.19
blue,-33.98,10.12
blue,-32.96,6.41
blue,-28.89,4.44
blue,-24.03,3.16
blue,-18.92,2.35
blue,-14.10,1.89
blue,-9.09,1.63
blue,-4.06,1.52
blue,0.79,1.50
yellow,10.41,-1.63
yellow,15.50,-2.46
yellow,16.98,-6.04
yellow,15.16,-10.85
yellow,13.22,-14.82
yellow,10.92,-19.32
yellow,8.50,-24.19
yellow,6.49,-28.53
yellow,4.66,-32.88
yellow,2.87,-37.85
yellow,1.58,-42.52
yellow,0.80,-47.33
yellow,0.95,-52.34
yellow,2.91,-56.71
yellow,6.57,-58.78
yellow,11.50,-58.46
yellow,16.09,-56.69
yellow,20.50,-54.30
yellow,24.65,-51.75
yellow,28.89,-48.96
yellow,32.67,-46.18
yellow,36.30,-42.90
yellow,39.67,-38.92
yellow,42.23,-34.98
yellow,44.48,-30.65
yellow,46.43,-26.18
yellow,48.34,-21.55
yellow,50.46,-16.99
yellow,53.45,-13.08
yellow,57.74,-10.73
yellow,62.42,-9.24
yellow,66.91,-7.14
yellow,70.21,-3.77
yellow,71.70,0.59
yellow,71.71,5.52
yellow,70.88,10.46
yellow,70.12,15.14
yellow,71.10,19.84
yellow,74.65,22.90
yellow,78.89,25.09
yellow,83.77,27.23
yellow,88.14,29.10
yellow,92.70,31.17
yellow,97.24,33.43
yellow,101.57,35.89
yellow,105.51,38.52
yellow,109.31,41.62
yellow,112.60,45.18
yellow,115.15,49.48
yellow,116.21,53.99
yellow,115.42,58.99
yellow,113.12,63.15
yellow,109.81,66.83
yellow,106.01,69.96
yellow,101.88,72.63
yellow,97.57,74.90
yellow,93.02,77.03
yellow,88.66,79.15
yellow,84.12,81.58
yellow,79.71,83.60
yellow,75.20,84.42
yellow,70.50,83.33
yellow,66.81,80.76
yellow,63.61,77.02
yellow,60.93,72.54
yellow,59.03,68.38
yellow,57.32,63.74
yellow,55.82,58.74
yellow,54.70,54.29
yellow,53.57,49.06
yellow,52.61,43.99
yellow,51.76,39.26
yellow,50.83,34.52
yellow,49.44,29.60
yellow,46.42,26.20
yellow,41.78,27.00
yellow,37.53,28.78
yellow,32.63,31.00
yellow,28.46,32.76
yellow,23.76,34.41
yellow,18.79,35.55
yellow,13.92,35.74
yellow,9.24,34.45
yellow,5.47,31.54
yellow,2.23,27.82
yellow,-1.64,25.01
yellow,-6.38,23.22
yellow,-10.72,22.07
yellow,-15.74,20.87
yellow,-20.51,19.67
yellow,-25.26,18.26
yellow,-30.17,16.35
yellow,-34.17,14.05
yellow,-37.19,10.50
yellow,-36.84,6.20
yellow,-33.48,3.19
yellow,-28.66,1.22
yellow,-23.90,0.08
yellow,-19.28,-0.63
yellow,-14.32,-1.10
yellow,-9.19,-1.37
yellow,-4.09,-1.48
yellow,0.79,-1.50
big_orange,6.27,1.49
big_orange,6.24,-1.51
big_orange,5.77,1.49
big_orange,5.74,-1.51
