tag,x,y
blue,10.11,1.68
blue,15.33,1.98
blue,20.60,2.50
blue,24.54,3.04
blue,29.72,4.01
blue,34.76,5.27
blue,38.39,6.41
blue,42.98,8.22
blue,47.20,10.32
blue,50.99,12.71
blue,54.27,15.35
blue,57.58,18.93
blue,59.54,21.96
blue,61.10,25.86
blue,61.65,29.81
blue,61.20,33.72
blue,59.76,37.53
blue,57.34,41.15
blue,54.00,44.48
blue,50.72,46.89
blue,46.96,49.01
blue,42.79,50.83
blue,38.28,52.34
blue,33.51,53.51
blue,28.55,54.38
blue,23.48,54.96
blue,19.64,55.22
blue,14.53,55.36
blue,9.49,55.32
blue,4.54,55.13
blue,-0.26,54.86
blue,-4.89,54.55
blue,-10.42,54.20
blue,-15.66,53.97
blue,-20.63,53.95
blue,-25.35,54.22
blue,-29.86,54.81
blue,-34.22,55.76
blue,-39.31,57.35
blue,-43.51,59.00
blue,-47.72,60.90
blue,-51.99,62.95
blue,-57.26,65.51
blue,-60.87,67.19
blue,-65.50,69.17
blue,-70.25,70.94
blue,-75.07,72.41
blue,-78.97,73.31
blue,-83.82,74.04
blue,-88.60,74.29
blue,-93.25,74.02
blue,-97.69,73.23
blue,-101.89,71.93
blue,-105.78,70.14
blue,-109.34,67.88
blue,-113.14,64.64
blue,-115.90,61.54
blue,-118.29,58.15
blue,-120.70,53.76
blue,-122.35,49.90
blue,-123.95,45.09
blue,-125.21,40.15
blue,-126.04,35.97
blue,-126.84,30.92
blue,-127.46,25.82
blue,-127.87,21.55
blue,-128.22,16.39
blue,-128.40,11.21
blue,-128.40,6.88
blue,-128.16,1.68
blue,-127.70,-2.62
blue,-126.96,-6.86
blue,-125.63,-11.79
blue,-124.12,-15.72
blue,-121.76,-20.11
blue,-119.33,-23.43
blue,-116.47,-26.37
blue,-112.47,-29.30
blue,-108.69,-31.18
blue,-104.56,-32.51
blue,-100.10,-33.25
blue,-96.35,-33.39
blue,-91.50,-33.02
blue,-86.52,-32.04
blue,-82.50,-30.85
blue,-78.50,-29.32
blue,-73.56,-27.01
blue,-69.70,-24.89
blue,-65.95,-22.59
blue,-61.41,-19.54
blue,-57.92,-17.03
blue,-53.70,-13.90
blue,-49.63,-10.89
blue,-45.66,-8.08
blue,-41.71,-5.56
blue,-36.90,-3.02
blue,-32.75,-1.34
blue,-28.41,-0.09
blue,-23.83,0.76
blue,-18.97,1.26
blue,-13.79,1.48
blue,-9.40,1.53
blue,-3.62,1.51
blue,1.23,1.50
yellow,10.23,-1.32
yellow,15.56,-1.01
yellow,20.95,-0.48
yellow,25.00,0.08
yellow,30.36,1.07
yellow,34.29,2.02
yellow,39.38,3.58
yellow,44.19,5.47
yellow,48.67,7.71
yellow,52.73,10.26
yellow,56.29,13.13
yellow,59.30,16.28
yellow,62.19,20.54
yellow,63.72,24.16
yellow,64.61,28.83
yellow,64.32,33.51
yellow,63.23,37.15
yellow,60.88,41.45
yellow,58.27,44.60
yellow,54.20,48.14
yellow,50.37,50.60
yellow,46.12,52.71
yellow,41.52,54.47
yellow,36.64,55.88
yellow,32.85,56.71
yellow,27.67,57.53
yellow,22.42,58.05
yellow,17.17,58.32
yellow,13.26,58.37
yellow,8.14,58.28
yellow,3.17,58.07
yellow,-2.79,57.70
yellow,-7.33,57.39
yellow,-12.69,57.08
yellow,-16.73,56.94
yellow,-21.48,56.98
yellow,-26.81,57.39
yellow,-31.01,58.08
yellow,-35.88,59.36
yellow,-39.90,60.77
yellow,-44.78,62.85
yellow,-48.96,64.82
yellow,-53.29,66.92
yellow,-57.79,69.07
yellow,-62.46,71.16
yellow,-67.30,73.08
yellow,-71.28,74.44
yellow,-76.34,75.81
yellow,-81.46,76.77
yellow,-85.56,77.19
yellow,-90.61,77.24
yellow,-95.54,76.73
yellow,-100.26,75.65
yellow,-104.70,74.01
yellow,-108.82,71.84
yellow,-112.56,69.19
yellow,-115.89,66.12
yellow,-118.80,62.69
yellow,-121.75,58.21
yellow,-123.78,54.25
yellow,-125.76,49.30
yellow,-127.08,45.08
yellow,-128.33,39.94
yellow,-129.15,35.64
yellow,-129.93,30.46
yellow,-130.54,25.27
yellow,-130.93,20.92
yellow,-131.26,15.68
yellow,-131.42,10.38
yellow,-131.38,5.93
yellow,-131.15,1.45
yellow,-130.54,-3.92
yellow,-129.70,-8.37
yellow,-128.48,-12.73
yellow,-126.48,-17.77
yellow,-124.29,-21.72
yellow,-121.62,-25.37
yellow,-118.45,-28.61
yellow,-114.80,-31.38
yellow,-110.70,-33.59
yellow,-106.20,-35.19
yellow,-101.38,-36.13
yellow,-96.31,-36.39
yellow,-92.14,-36.12
yellow,-86.85,-35.20
yellow,-82.60,-34.04
yellow,-78.38,-32.52
yellow,-73.21,-30.19
yellow,-69.18,-28.05
yellow,-65.28,-25.72
yellow,-60.60,-22.62
yellow,-57.02,-20.08
yellow,-52.74,-16.92
yellow,-48.66,-13.89
yellow,-44.74,-11.09
yellow,-40.93,-8.60
yellow,-37.16,-6.48
yellow,-32.55,-4.46
yellow,-28.55,-3.21
yellow,-23.41,-2.21
yellow,-18.76,-1.74
yellow,-13.72,-1.52
yellow,-9.39,-1.47
yellow,-4.82,-1.48
yellow,1.24,-1.50
big_orange,6.50,1.56
big_orange,6.56,-1.43
big_orange,6.00,1.55
big_orange,6.06,-1.45
