tag,x,y
blue,10.79,1.36
blue,15.78,0.92
blue,20.55,-0.15
blue,25.08,-2.27
blue,29.08,-5.03
blue,33.38,-7.64
blue,37.92,-9.41
blue,42.51,-10.85
blue,47.02,-12.88
blue,50.86,-15.90
blue,54.11,-19.58
blue,57.32,-23.49
blue,60.69,-26.77
blue,65.03,-28.88
blue,69.85,-28.26
blue,74.22,-25.93
blue,78.54,-23.84
blue,83.05,-23.40
blue,87.83,-24.83
blue,92.01,-27.06
blue,96.26,-29.72
blue,100.42,-32.46
blue,104.32,-34.98
blue,108.98,-37.84
blue,113.14,-40.16
blue,117.81,-42.44
blue,122.24,-44.18
blue,127.14,-45.43
blue,131.90,-45.46
blue,135.29,-42.55
blue,134.98,-37.83
blue,133.12,-33.23
blue,130.78,-29.14
blue,128.06,-25.10
blue,124.95,-20.89
blue,121.91,-16.93
blue,118.87,-12.91
blue,115.94,-8.85
blue,113.22,-4.73
blue,110.77,-0.49
blue,108.58,3.87
blue,106.27,8.50
blue,103.60,12.34
blue,99.70,15.29
blue,94.99,16.79
blue,90.21,17.18
blue,85.26,16.90
blue,80.10,16.19
blue,75.54,15.45
blue,70.56,14.95
blue,65.95,15.88
blue,63.05,19.13
blue,61.94,23.81
blue,61.69,28.82
blue,61.71,33.42
blue,61.80,38.53
blue,61.83,43.98
blue,61.75,48.77
blue,61.51,53.50
blue,60.98,58.74
blue,60.16,63.41
blue,58.69,68.21
blue,55.74,72.13
blue,52.10,69.95
blue,49.81,65.77
blue,48.16,61.32
blue,46.74,56.32
blue,45.67,51.80
blue,44.59,46.81
blue,43.42,41.76
blue,41.91,37.20
blue,39.26,33.40
blue,35.02,31.86
blue,30.25,32.45
blue,25.13,33.78
blue,20.47,34.74
blue,15.50,34.79
blue,11.31,32.82
blue,8.37,28.77
blue,5.53,24.97
blue,1.75,22.46
blue,-3.20,20.90
blue,-7.88,20.03
blue,-12.66,19.34
blue,-17.85,18.60
blue,-22.51,17.82
blue,-27.71,16.72
blue,-32.43,15.36
blue,-36.72,13.54
blue,-40.33,10.27
blue,-38.12,6.80
blue,-33.73,4.81
blue,-28.88,3.51
blue,-23.93,2.65
blue,-19.35,2.13
blue,-14.61,1.79
blue,-9.06,1.58
blue,-4.42,1.51
blue,0.71,1.50
yellow,10.65,-1.64
yellow,15.77,-2.11
yellow,20.49,-3.32
yellow,24.87,-5.72
yellow,29.01,-8.60
yellow,33.14,-10.83
yellow,37.83,-12.53
yellow,42.53,-14.04
yellow,46.94,-16.44
yellow,50.35,-19.75
yellow,53.48,-23.58
yellow,56.75,-27.28
yellow,60.53,-30.30
yellow,65.12,-31.93
yellow,69.79,-31.46
yellow,74.24,-29.40
yellow,78.55,-27.03
yellow,83.22,-26.46
yellow,87.68,-28.09
yellow,91.79,-30.43
yellow,96.13,-33.22
yellow,100.43,-36.05
yellow,104.47,-38.62
yellow,108.68,-41.13
yellow,112.96,-43.45
yellow,117.79,-45.70
yellow,122.41,-47.39
yellow,127.17,-48.47
yellow,131.73,-48.54
yellow,136.22,-46.61
yellow,138.34,-42.62
yellow,138.16,-38.17
yellow,136.56,-33.46
yellow,134.28,-29.10
yellow,131.55,-24.86
yellow,128.65,-20.82
yellow,125.54,-16.72
yellow,122.63,-12.92
yellow,119.58,-8.81
yellow,116.77,-4.72
yellow,114.25,-0.59
yellow,111.89,3.92
yellow,109.69,8.44
yellow,107.17,12.69
yellow,103.94,16.12
yellow,99.70,18.57
yellow,95.09,19.81
yellow,90.22,20.18
yellow,85.44,19.93
yellow,80.58,19.30
yellow,75.52,18.48
yellow,70.53,17.95
yellow,66.25,19.52
yellow,64.92,24.14
yellow,64.69,28.85
yellow,64.72,34.08
yellow,64.80,38.49
yellow,64.83,44.00
yellow,64.75,48.87
yellow,64.50,53.72
yellow,64.05,58.39
yellow,63.23,63.41
yellow,61.87,68.31
yellow,59.77,72.47
yellow,56.07,75.15
yellow,51.85,74.02
yellow,48.84,70.46
yellow,46.59,65.85
yellow,45.10,61.61
yellow,43.67,56.40
yellow,42.60,51.81
yellow,41.53,46.85
yellow,40.39,42.04
yellow,38.58,37.23
yellow,34.89,34.85
yellow,30.20,35.55
yellow,25.46,36.79
yellow,20.47,37.77
yellow,15.74,37.85
yellow,11.09,36.37
yellow,7.65,33.19
yellow,4.98,29.01
yellow,1.59,25.74
yellow,-3.00,24.03
yellow,-7.80,23.08
yellow,-12.45,22.40
yellow,-17.63,21.66
yellow,-22.37,20.89
yellow,-27.11,19.95
yellow,-32.22,18.58
yellow,-36.69,16.90
yellow,-40.96,14.28
yellow,-43.37,10.49
yellow,-42.13,6.33
yellow,-38.41,3.51
yellow,-34.09,1.77
yellow,-28.79,0.43
yellow,-24.34,-0.32
yellow,-19.62,-0.85
yellow,-13.96,-1.25
yellow,-9.13,-1.42
yellow,-4.44,-1.49
yellow,0.71,-1.50
big_orange,6.32,1.48
big_orange,6.29,-1.52
big_orange,5.82,1.48
big_orange,5.79,-1.52
