tag,x,y
blue,-111.67,218.91
blue,-114.99,222.84
blue,-118.45,226.87
blue,-122.02,230.94
blue,-124.77,233.97
blue,-128.48,237.89
blue,-132.22,241.60
blue,-135.92,245.02
blue,-139.55,248.07
blue,-143.03,250.69
blue,-147.87,253.67
blue,-152.07,255.42
blue,-156.76,255.81
blue,-160.31,253.06
blue,-161.65,248.62
blue,-161.93,243.45
blue,-161.72,238.51
blue,-161.38,233.54
blue,-161.20,228.80
blue,-161.51,223.85
blue,-162.66,219.50
blue,-165.38,214.98
blue,-168.70,211.65
blue,-172.37,208.66
blue,-176.26,205.34
blue,-179.40,201.75
blue,-181.62,197.40
blue,-182.49,192.58
blue,-182.27,187.86
blue,-181.36,182.98
blue,-180.04,178.07
blue,-178.60,173.71
blue,-176.58,169.03
blue,-174.09,165.00
blue,-170.97,161.61
blue,-166.66,158.44
blue,-162.46,156.29
blue,-158.25,154.69
blue,-153.40,153.31
blue,-149.07,152.40
blue,-144.35,151.65
blue,-139.30,151.10
blue,-133.95,150.73
blue,-129.79,150.57
blue,-124.07,150.52
blue,-119.71,150.58
blue,-113.85,150.79
blue,-109.47,151.02
blue,-105.13,151.31
blue,-99.46,151.73
blue,-94.01,152.18
blue,-90.10,152.51
blue,-85.18,152.89
blue,-79.55,153.21
blue,-74.57,153.28
blue,-69.51,152.90
blue,-64.81,151.59
blue,-61.46,149.07
blue,-59.53,144.80
blue,-59.23,140.25
blue,-59.76,135.04
blue,-60.61,130.11
blue,-61.47,125.73
blue,-62.54,120.27
blue,-63.36,115.63
blue,-64.06,110.99
blue,-64.59,106.40
blue,-64.95,101.06
blue,-64.98,95.96
blue,-64.68,91.16
blue,-63.91,85.99
blue,-62.73,81.28
blue,-61.19,77.02
blue,-59.06,72.65
blue,-56.27,68.26
blue,-53.16,64.29
blue,-49.79,60.57
blue,-46.63,57.29
blue,-43.35,53.87
blue,-39.97,50.12
blue,-36.94,46.45
blue,-33.82,42.30
blue,-31.05,38.34
blue,-28.17,33.99
blue,-25.67,30.12
blue,-23.06,26.06
blue,-20.35,21.91
blue,-17.52,17.76
blue,-14.61,13.75
blue,-11.64,10.04
blue,-8.07,6.21
blue,-4.12,3.00
yellow,-109.38,220.84
yellow,-112.70,224.78
yellow,-116.18,228.84
yellow,-119.79,232.94
yellow,-122.57,236.00
yellow,-126.33,239.98
yellow,-129.19,242.84
yellow,-132.99,246.42
yellow,-136.75,249.67
yellow,-140.42,252.51
yellow,-144.81,255.39
yellow,-148.91,257.47
yellow,-154.11,258.89
yellow,-158.57,258.41
yellow,-162.29,255.53
yellow,-164.08,251.63
yellow,-164.83,246.99
yellow,-164.90,241.96
yellow,-164.62,236.87
yellow,-164.30,231.99
yellow,-164.23,227.01
yellow,-164.87,222.36
yellow,-166.90,217.94
yellow,-170.30,214.24
yellow,-173.83,211.33
yellow,-177.53,208.24
yellow,-180.89,204.75
yellow,-183.70,200.29
yellow,-185.12,195.83
yellow,-185.51,191.15
yellow,-185.10,186.44
yellow,-184.16,181.78
yellow,-182.76,176.70
yellow,-181.23,172.18
yellow,-179.25,167.67
yellow,-176.84,163.69
yellow,-173.49,159.84
yellow,-170.16,157.14
yellow,-166.04,154.67
yellow,-161.05,152.49
yellow,-157.23,151.23
yellow,-151.90,149.90
yellow,-147.22,149.04
yellow,-142.19,148.37
yellow,-138.22,148.00
yellow,-132.70,147.67
yellow,-128.42,147.54
yellow,-122.59,147.53
yellow,-118.16,147.62
yellow,-113.71,147.79
yellow,-107.82,148.12
yellow,-103.47,148.42
yellow,-97.83,148.86
yellow,-93.76,149.19
yellow,-88.60,149.62
yellow,-83.81,149.97
yellow,-78.41,150.25
yellow,-73.77,150.25
yellow,-68.66,149.70
yellow,-64.30,147.72
yellow,-62.38,143.72
yellow,-62.30,139.06
yellow,-62.97,133.93
yellow,-63.89,128.96
yellow,-64.77,124.51
yellow,-65.66,119.89
yellow,-66.47,115.18
yellow,-67.16,110.44
yellow,-67.74,104.83
yellow,-67.98,100.27
yellow,-67.95,95.02
yellow,-67.57,90.05
yellow,-66.85,85.41
yellow,-65.80,81.09
yellow,-64.21,76.48
yellow,-61.99,71.74
yellow,-59.41,67.51
yellow,-56.56,63.69
yellow,-53.53,60.18
yellow,-49.99,56.44
yellow,-46.76,53.11
yellow,-43.07,49.11
yellow,-40.14,45.65
yellow,-37.13,41.76
yellow,-34.45,38.00
yellow,-31.65,33.83
yellow,-28.70,29.29
yellow,-26.12,25.26
yellow,-23.40,21.09
yellow,-20.56,16.88
yellow,-18.20,13.56
yellow,-15.16,9.59
yellow,-12.05,5.98
yellow,-8.26,2.34
yellow,-4.46,-0.26
big_orange,-109.45,216.28
big_orange,-107.16,218.21
big_orange,-109.13,215.89
big_orange,-106.84,217.83
big_orange,-4.28,3.19
big_orange,-4.62,-0.07
big_orange,-3.96,2.81
big_orange,-4.30,-0.45
