tag,x,y
blue,11.33,1.44
blue,16.18,1.40
blue,21.14,1.38
blue,26.18,1.43
blue,30.29,1.56
blue,35.47,1.86
blue,40.68,2.38
blue,44.84,3.00
blue,49.97,4.06
blue,53.96,5.17
blue,57.82,6.53
blue,62.37,8.61
blue,65.73,10.58
blue,69.52,13.41
blue,72.15,15.96
blue,74.89,19.48
blue,76.95,23.32
blue,78.08,26.58
blue,78.80,30.86
blue,78.74,35.29
blue,78.11,38.89
blue,76.61,43.41
blue,74.86,46.99
blue,72.64,50.49
blue,69.98,53.87
blue,66.93,57.10
blue,63.53,60.15
blue,59.84,63.02
blue,55.92,65.67
blue,51.82,68.13
blue,47.61,70.38
blue,43.34,72.45
blue,39.07,74.37
blue,33.79,76.58
blue,29.67,78.26
blue,24.69,80.30
blue,19.95,82.35
blue,16.33,84.06
blue,12.05,86.34
blue,7.25,89.38
blue,3.49,92.22
blue,-0.09,95.35
blue,-3.55,98.78
blue,-6.28,101.72
blue,-9.70,105.62
blue,-13.21,109.70
blue,-16.10,113.05
blue,-19.89,117.28
blue,-23.07,120.63
blue,-26.40,123.89
blue,-29.88,127.00
blue,-33.50,129.92
blue,-37.25,132.58
blue,-41.10,134.94
blue,-45.03,136.94
blue,-49.01,138.55
blue,-52.98,139.75
blue,-57.89,140.61
blue,-61.72,140.79
blue,-66.32,140.37
blue,-69.80,139.52
blue,-73.86,137.86
blue,-77.53,135.55
blue,-80.17,133.28
blue,-83.06,129.96
blue,-85.47,126.17
blue,-87.40,121.98
blue,-88.60,118.41
blue,-89.68,113.72
blue,-90.33,108.87
blue,-90.57,104.91
blue,-90.55,99.92
blue,-90.23,94.93
blue,-89.68,89.99
blue,-89.10,86.07
blue,-88.26,81.25
blue,-87.12,75.57
blue,-86.10,70.93
blue,-85.04,66.35
blue,-83.94,61.83
blue,-82.57,56.48
blue,-81.36,52.07
blue,-80.06,47.70
blue,-78.33,42.54
blue,-76.71,38.31
blue,-74.89,34.18
blue,-72.84,30.17
blue,-70.53,26.32
blue,-67.95,22.67
blue,-65.08,19.25
blue,-61.94,16.09
blue,-58.52,13.23
blue,-54.86,10.69
blue,-50.16,8.08
blue,-46.04,6.29
blue,-41.77,4.83
blue,-37.38,3.68
blue,-32.91,2.83
blue,-28.39,2.23
blue,-23.84,1.84
blue,-18.36,1.59
blue,-13.79,1.50
blue,-9.22,1.48
blue,-3.70,1.50
blue,0.93,1.50
yellow,11.30,-1.56
yellow,16.16,-1.60
yellow,21.14,-1.62
yellow,26.24,-1.57
yellow,30.41,-1.44
yellow,35.70,-1.13
yellow,39.98,-0.72
yellow,45.35,0.04
yellow,49.62,0.89
yellow,54.86,2.31
yellow,58.92,3.75
yellow,62.82,5.47
yellow,67.37,8.07
yellow,70.69,10.49
yellow,74.37,13.94
yellow,76.85,17.03
yellow,79.31,21.25
yellow,80.98,25.81
yellow,81.70,29.65
yellow,81.81,34.59
yellow,81.25,38.60
yellow,80.14,42.59
yellow,78.00,47.50
yellow,75.73,51.30
yellow,73.00,54.95
yellow,69.86,58.41
yellow,66.37,61.68
yellow,62.58,64.72
yellow,58.56,67.54
yellow,54.37,70.13
yellow,50.06,72.49
yellow,45.70,74.66
yellow,41.34,76.65
yellow,37.04,78.49
yellow,32.84,80.21
yellow,27.79,82.26
yellow,23.01,84.27
yellow,18.53,86.32
yellow,15.16,88.04
yellow,11.21,90.35
yellow,6.80,93.43
yellow,3.32,96.31
yellow,-0.05,99.49
yellow,-3.38,103.00
yellow,-6.07,106.01
yellow,-9.51,110.00
yellow,-13.11,114.18
yellow,-16.12,117.60
yellow,-19.29,121.03
yellow,-22.62,124.42
yellow,-26.12,127.70
yellow,-29.79,130.83
yellow,-33.62,133.73
yellow,-37.60,136.36
yellow,-41.70,138.66
yellow,-45.89,140.58
yellow,-50.13,142.08
yellow,-55.46,143.31
yellow,-59.68,143.76
yellow,-63.82,143.70
yellow,-68.80,142.92
yellow,-72.56,141.73
yellow,-76.93,139.57
yellow,-80.84,136.73
yellow,-83.61,134.02
yellow,-86.59,130.14
yellow,-89.01,125.83
yellow,-90.55,122.13
yellow,-92.01,117.26
yellow,-92.81,113.24
yellow,-93.40,108.10
yellow,-93.60,102.92
yellow,-93.50,98.78
yellow,-93.12,93.65
yellow,-92.52,88.59
yellow,-91.74,83.62
yellow,-90.84,78.77
yellow,-89.85,74.01
yellow,-88.82,69.34
yellow,-87.74,64.74
yellow,-86.40,59.30
yellow,-85.23,54.81
yellow,-83.99,50.36
yellow,-82.64,45.92
yellow,-80.84,40.65
yellow,-79.13,36.31
yellow,-77.20,32.05
yellow,-75.00,27.90
yellow,-72.53,23.90
yellow,-69.75,20.10
yellow,-66.66,16.53
yellow,-63.26,13.25
yellow,-59.58,10.28
yellow,-55.64,7.65
yellow,-51.48,5.39
yellow,-47.12,3.49
yellow,-42.63,1.95
yellow,-38.04,0.75
yellow,-33.38,-0.13
yellow,-28.71,-0.76
yellow,-24.03,-1.15
yellow,-18.45,-1.41
yellow,-13.82,-1.50
yellow,-9.22,-1.52
yellow,-3.69,-1.50
yellow,0.93,-1.50
big_orange,6.81,1.48
big_orange,6.79,-1.52
big_orange,6.31,1.48
big_orange,6.29,-1.52
