tag,x,y
blue,11.14,1.42
blue,16.15,1.11
blue,21.01,0.15
blue,24.92,-2.41
blue,26.47,-6.82
blue,26.26,-11.54
blue,25.54,-16.66
blue,25.06,-21.37
blue,25.22,-26.33
blue,26.95,-30.84
blue,30.86,-33.16
blue,35.69,-33.21
blue,40.45,-32.46
blue,45.56,-31.91
blue,50.20,-32.53
blue,54.56,-34.43
blue,58.73,-37.05
blue,63.12,-39.58
blue,67.73,-40.76
blue,72.05,-39.10
blue,74.85,-35.51
blue,76.80,-31.05
blue,78.38,-26.04
blue,79.80,-21.56
blue,82.05,-17.10
blue,85.74,-14.14
blue,90.06,-13.20
blue,95.26,-13.36
blue,99.73,-13.89
blue,105.10,-14.58
blue,110.09,-15.10
blue,114.96,-15.31
blue,119.90,-15.06
blue,124.37,-14.10
blue,128.56,-11.46
blue,129.70,-7.15
blue,128.25,-2.41
blue,126.01,2.05
blue,124.12,6.28
blue,123.30,11.00
blue,124.25,15.85
blue,126.23,20.13
blue,128.70,24.57
blue,131.03,29.11
blue,132.58,33.47
blue,132.66,38.39
blue,129.75,41.81
blue,125.28,43.05
blue,120.10,43.02
blue,115.64,42.35
blue,110.56,41.16
blue,105.98,39.81
blue,101.13,38.24
blue,96.57,36.74
blue,91.56,35.18
blue,86.94,33.91
blue,81.99,32.72
blue,77.03,31.54
blue,72.28,30.24
blue,67.68,28.70
blue,62.93,26.85
blue,58.54,25.07
blue,53.94,23.29
blue,49.12,21.57
blue,44.39,19.86
blue,39.78,17.95
blue,35.45,15.91
blue,30.82,13.91
blue,26.38,12.67
blue,21.42,12.19
blue,16.36,12.41
blue,11.48,13.00
blue,6.52,13.80
blue,1.69,14.66
blue,-2.81,15.47
blue,-7.60,16.31
blue,-12.65,17.11
blue,-17.88,17.84
blue,-22.33,18.36
blue,-27.68,18.83
blue,-32.08,19.06
blue,-37.19,19.13
blue,-42.75,18.90
blue,-47.69,18.30
blue,-52.30,17.20
blue,-56.51,15.00
blue,-56.22,11.28
blue,-52.47,8.69
blue,-47.67,6.69
blue,-43.18,5.35
blue,-38.08,4.20
blue,-33.46,3.40
blue,-28.59,2.75
blue,-23.56,2.26
blue,-18.47,1.91
blue,-13.40,1.68
blue,-8.44,1.56
blue,-3.65,1.51
blue,0.88,1.50
yellow,11.05,-1.58
yellow,16.35,-1.93
yellow,21.16,-3.16
yellow,23.46,-6.77
yellow,23.23,-11.57
yellow,22.51,-16.70
yellow,22.04,-21.65
yellow,22.20,-26.38
yellow,23.45,-30.84
yellow,26.56,-34.57
yellow,30.94,-36.22
yellow,35.69,-36.23
yellow,40.63,-35.47
yellow,45.58,-34.91
yellow,50.09,-35.64
yellow,54.64,-37.98
yellow,58.83,-40.66
yellow,63.13,-42.84
yellow,67.74,-43.76
yellow,72.27,-42.58
yellow,75.77,-39.54
yellow,78.21,-35.52
yellow,80.04,-30.86
yellow,81.49,-26.12
yellow,83.10,-21.35
yellow,85.75,-17.57
yellow,90.24,-16.19
yellow,94.98,-16.35
yellow,99.86,-16.93
yellow,104.74,-17.56
yellow,109.85,-18.09
yellow,114.94,-18.31
yellow,119.75,-18.09
yellow,124.49,-17.20
yellow,129.00,-15.11
yellow,132.00,-11.55
yellow,132.72,-7.19
yellow,131.54,-2.48
yellow,129.45,1.94
yellow,127.25,6.47
yellow,126.30,11.21
yellow,127.40,15.68
yellow,129.59,20.02
yellow,132.11,24.55
yellow,134.25,29.01
yellow,135.66,33.53
yellow,135.77,38.23
yellow,133.69,42.52
yellow,129.83,45.07
yellow,125.17,46.07
yellow,120.28,46.04
yellow,115.55,45.39
yellow,110.74,44.31
yellow,106.01,42.96
yellow,101.06,41.38
yellow,96.44,39.85
yellow,91.81,38.39
yellow,86.87,36.99
yellow,81.95,35.79
yellow,77.23,34.68
yellow,72.32,33.38
yellow,67.83,31.93
yellow,63.20,30.19
yellow,58.50,28.29
yellow,53.69,26.40
yellow,49.19,24.78
yellow,44.39,23.07
yellow,39.86,21.26
yellow,35.45,19.23
yellow,30.84,17.13
yellow,26.13,15.68
yellow,21.37,15.19
yellow,16.63,15.39
yellow,11.34,16.06
yellow,7.04,16.76
yellow,2.23,17.62
yellow,-3.06,18.57
yellow,-7.94,19.40
yellow,-13.07,20.21
yellow,-17.50,20.82
yellow,-22.93,21.43
yellow,-27.47,21.82
yellow,-32.86,22.09
yellow,-37.22,22.13
yellow,-42.19,21.95
yellow,-47.49,21.37
yellow,-52.07,20.40
yellow,-56.70,18.55
yellow,-59.86,15.48
yellow,-59.73,10.99
yellow,-56.39,7.54
yellow,-52.67,5.45
yellow,-47.90,3.61
yellow,-43.09,2.23
yellow,-38.65,1.25
yellow,-33.91,0.43
yellow,-28.93,-0.23
yellow,-23.81,-0.73
yellow,-18.64,-1.09
yellow,-13.51,-1.32
yellow,-8.49,-1.44
yellow,-3.67,-1.49
yellow,0.89,-1.50
big_orange,6.96,1.49
big_orange,6.94,-1.51
big_orange,6.46,1.50
big_orange,6.44,-1.50
