tag,x,y
blue,11.30,1.41
blue,15.89,1.28
blue,21.37,0.99
blue,25.94,0.66
blue,30.53,0.23
blue,36.11,-0.38
blue,40.84,-0.94
blue,45.66,-1.51
blue,50.59,-2.06
blue,55.62,-2.54
blue,59.73,-2.84
blue,64.94,-3.08
blue,69.16,-3.13
blue,74.49,-2.98
blue,78.75,-2.65
blue,83.01,-2.14
blue,88.26,-1.19
blue,92.39,-0.17
blue,96.40,1.09
blue,100.28,2.59
blue,104.88,4.82
blue,108.32,6.87
blue,111.52,9.15
blue,115.13,12.32
blue,117.68,15.07
blue,120.38,18.76
blue,122.15,21.89
blue,123.82,25.96
blue,124.89,30.18
blue,125.29,33.61
blue,125.23,37.93
blue,124.72,41.37
blue,123.53,45.61
blue,121.74,49.74
blue,119.89,52.91
blue,117.08,56.68
blue,114.46,59.51
blue,111.55,62.15
blue,107.54,65.17
blue,104.06,67.35
blue,100.39,69.29
blue,95.57,71.41
blue,91.56,72.85
blue,87.47,74.07
blue,82.25,75.31
blue,78.05,76.09
blue,73.83,76.69
blue,68.59,77.23
blue,64.43,77.52
blue,59.30,77.74
blue,54.27,77.84
blue,49.33,77.87
blue,44.50,77.87
blue,39.75,77.89
blue,34.16,77.96
blue,29.56,78.10
blue,24.08,78.38
blue,19.52,78.72
blue,14.93,79.15
blue,9.35,79.75
blue,4.62,80.31
blue,-0.20,80.88
blue,-5.13,81.43
blue,-10.17,81.91
blue,-14.27,82.21
blue,-19.48,82.45
blue,-23.71,82.50
blue,-29.03,82.35
blue,-33.30,82.03
blue,-37.55,81.51
blue,-42.81,80.56
blue,-46.93,79.54
blue,-50.95,78.28
blue,-54.82,76.78
blue,-59.42,74.56
blue,-62.87,72.50
blue,-66.07,70.22
blue,-69.68,67.06
blue,-72.22,64.30
blue,-74.93,60.61
blue,-76.69,57.48
blue,-78.37,53.41
blue,-79.43,49.20
blue,-79.84,45.77
blue,-79.77,41.45
blue,-79.27,38.00
blue,-78.08,33.76
blue,-76.28,29.64
blue,-74.43,26.46
blue,-71.62,22.69
blue,-69.01,19.86
blue,-66.10,17.22
blue,-62.08,14.20
blue,-58.61,12.03
blue,-54.93,10.08
blue,-50.11,7.96
blue,-46.11,6.52
blue,-42.01,5.30
blue,-36.80,4.06
blue,-32.59,3.28
blue,-28.38,2.68
blue,-23.13,2.14
blue,-18.98,1.85
blue,-13.85,1.64
blue,-8.81,1.53
blue,-3.88,1.50
blue,0.96,1.50
yellow,11.23,-1.58
yellow,15.78,-1.72
yellow,20.28,-1.94
yellow,25.69,-2.33
yellow,30.23,-2.76
yellow,34.83,-3.25
yellow,40.48,-3.92
yellow,45.31,-4.49
yellow,50.27,-5.04
yellow,54.34,-5.44
yellow,59.54,-5.83
yellow,64.86,-6.08
yellow,69.18,-6.13
yellow,73.55,-6.02
yellow,79.05,-5.64
yellow,83.44,-5.11
yellow,87.81,-4.35
yellow,93.19,-3.06
yellow,97.39,-1.74
yellow,101.46,-0.16
yellow,106.31,2.18
yellow,109.96,4.36
yellow,113.37,6.79
yellow,117.24,10.18
yellow,119.98,13.15
yellow,122.91,17.15
yellow,124.84,20.56
yellow,126.67,25.02
yellow,127.84,29.65
yellow,128.29,33.43
yellow,128.22,38.19
yellow,127.45,42.91
yellow,126.36,46.62
yellow,124.40,51.11
yellow,122.40,54.55
yellow,119.37,58.61
yellow,116.57,61.64
yellow,112.66,65.13
yellow,109.22,67.66
yellow,105.56,69.95
yellow,100.71,72.46
yellow,96.66,74.20
yellow,92.50,75.70
yellow,88.25,76.97
yellow,82.86,78.25
yellow,78.53,79.05
yellow,74.20,79.67
yellow,68.84,80.22
yellow,63.55,80.57
yellow,59.39,80.74
yellow,54.30,80.84
yellow,49.34,80.87
yellow,44.50,80.87
yellow,38.84,80.89
yellow,34.22,80.96
yellow,29.68,81.09
yellow,25.17,81.32
yellow,19.77,81.71
yellow,15.23,82.13
yellow,10.62,82.63
yellow,4.98,83.29
yellow,0.14,83.86
yellow,-4.82,84.42
yellow,-8.89,84.81
yellow,-14.08,85.21
yellow,-19.40,85.45
yellow,-23.72,85.50
yellow,-28.09,85.40
yellow,-33.59,85.01
yellow,-37.99,84.48
yellow,-42.36,83.72
yellow,-47.74,82.43
yellow,-51.94,81.12
yellow,-56.01,79.54
yellow,-60.86,77.19
yellow,-64.51,75.02
yellow,-67.91,72.58
yellow,-71.78,69.19
yellow,-74.52,66.22
yellow,-77.46,62.22
yellow,-79.38,58.82
yellow,-81.22,54.35
yellow,-82.39,49.72
yellow,-82.83,45.94
yellow,-82.76,41.18
yellow,-82.00,36.46
yellow,-80.90,32.75
yellow,-78.95,28.26
yellow,-76.94,24.82
yellow,-73.92,20.76
yellow,-71.12,17.73
yellow,-67.20,14.25
yellow,-63.77,11.72
yellow,-60.11,9.43
yellow,-55.26,6.91
yellow,-51.21,5.17
yellow,-47.04,3.67
yellow,-42.79,2.40
yellow,-37.41,1.12
yellow,-33.08,0.32
yellow,-28.75,-0.30
yellow,-23.38,-0.85
yellow,-18.10,-1.20
yellow,-13.94,-1.36
yellow,-8.85,-1.47
yellow,-3.88,-1.50
yellow,0.96,-1.50
big_orange,6.89,1.48
big_orange,6.87,-1.52
big_orange,6.39,1.48
big_orange,6.37,-1.52
