tag,x,y
blue,10.51,1.36
blue,14.39,1.06
blue,17.58,0.54
blue,20.06,-0.18
blue,21.98,-1.09
blue,23.44,-2.12
blue,24.71,-3.44
blue,25.77,-5.06
blue,26.66,-7.16
blue,27.33,-9.83
blue,27.85,-13.49
blue,28.26,-18.14
blue,28.69,-22.73
blue,29.29,-26.88
blue,30.15,-30.66
blue,31.32,-34.06
blue,32.79,-36.96
blue,34.67,-39.51
blue,36.96,-41.70
blue,40.33,-44.21
blue,43.26,-46.44
blue,45.68,-48.69
blue,47.98,-51.30
blue,50.29,-54.37
blue,52.75,-57.99
blue,55.41,-62.13
blue,58.07,-66.26
blue,60.67,-70.15
blue,63.27,-73.83
blue,65.98,-77.33
blue,68.72,-80.51
blue,71.56,-83.32
blue,74.22,-85.43
blue,76.52,-86.70
blue,78.03,-87.09
blue,78.87,-87.02
blue,79.41,-86.75
blue,79.91,-86.16
blue,80.42,-84.77
blue,80.62,-82.19
blue,80.26,-78.78
blue,79.42,-74.97
blue,78.21,-71.02
blue,76.60,-66.65
blue,74.85,-62.48
blue,72.91,-58.17
blue,70.78,-53.67
blue,68.86,-49.55
blue,67.22,-45.69
blue,66.17,-42.60
blue,65.65,-40.11
blue,65.55,-38.09
blue,65.79,-36.35
blue,66.36,-34.68
blue,67.41,-32.87
blue,69.57,-30.20
blue,71.43,-27.74
blue,72.30,-25.85
blue,72.55,-24.19
blue,72.29,-22.32
blue,71.32,-19.99
blue,69.50,-17.25
blue,66.68,-13.83
blue,64.73,-11.31
blue,63.58,-9.34
blue,63.00,-7.75
blue,62.77,-6.19
blue,62.87,-4.58
blue,63.33,-2.86
blue,64.30,-0.79
blue,66.07,1.93
blue,68.66,5.30
blue,71.54,9.00
blue,73.88,12.35
blue,75.58,15.41
blue,76.42,17.75
blue,76.59,19.41
blue,76.37,20.39
blue,75.91,21.04
blue,75.06,21.61
blue,73.36,22.06
blue,70.65,22.08
blue,67.28,21.54
blue,63.47,20.50
blue,59.24,19.00
blue,54.99,17.27
blue,50.56,15.35
blue,46.50,13.67
blue,43.31,12.59
blue,40.97,12.09
blue,39.05,11.99
blue,37.49,12.23
blue,36.27,12.69
blue,34.99,13.50
blue,33.83,14.65
blue,32.53,16.52
blue,31.04,19.51
blue,29.27,23.68
blue,27.47,27.54
blue,25.65,30.64
blue,23.66,33.20
blue,21.36,35.30
blue,18.64,37.03
blue,14.76,38.92
blue,11.40,40.66
blue,8.35,42.57
blue,4.99,45.01
blue,1.27,47.91
blue,-2.39,50.68
blue,-5.72,52.92
blue,-8.80,54.56
blue,-11.33,55.43
blue,-13.19,55.61
blue,-14.31,55.37
blue,-15.14,54.83
blue,-15.81,53.92
blue,-16.36,52.22
blue,-16.53,49.59
blue,-16.16,46.05
blue,-15.31,42.10
blue,-14.06,37.69
blue,-12.76,33.30
blue,-11.98,30.03
blue,-11.71,27.71
blue,-11.81,25.93
blue,-12.17,24.61
blue,-12.76,23.51
blue,-13.57,22.57
blue,-14.69,21.73
blue,-16.38,20.94
blue,-18.93,20.23
blue,-22.46,19.68
blue,-27.08,19.22
blue,-31.90,18.76
blue,-36.37,18.20
blue,-40.45,17.49
blue,-44.27,16.51
blue,-47.38,15.31
blue,-49.35,14.09
blue,-50.35,13.05
blue,-50.67,12.33
blue,-50.68,11.71
blue,-50.35,10.85
blue,-49.23,9.56
blue,-46.96,7.99
blue,-43.88,6.54
blue,-40.05,5.23
blue,-36.10,4.22
blue,-31.78,3.37
blue,-27.19,2.71
blue,-22.74,2.23
blue,-17.95,1.88
blue,-13.21,1.66
blue,-8.59,1.55
blue,-3.67,1.50
blue,1.40,1.50
yellow,10.71,-1.66
yellow,14.76,-2.01
yellow,17.92,-2.64
yellow,20.24,-3.56
yellow,21.82,-4.71
yellow,22.97,-6.19
yellow,23.92,-8.45
yellow,24.60,-11.69
yellow,25.08,-16.10
yellow,25.48,-20.78
yellow,25.95,-24.96
yellow,26.59,-28.69
yellow,27.45,-32.14
yellow,28.55,-35.22
yellow,29.86,-37.88
yellow,31.39,-40.23
yellow,33.19,-42.32
yellow,35.46,-44.34
yellow,38.75,-46.77
yellow,41.82,-49.16
yellow,44.36,-51.67
yellow,46.82,-54.69
yellow,49.41,-58.39
yellow,51.97,-62.32
yellow,54.68,-66.55
yellow,57.25,-70.45
yellow,59.72,-74.03
yellow,62.32,-77.54
yellow,64.85,-80.67
yellow,67.59,-83.67
yellow,70.16,-86.09
yellow,72.54,-87.92
yellow,74.56,-89.10
yellow,76.39,-89.82
yellow,77.78,-90.08
yellow,79.01,-90.05
yellow,80.07,-89.79
yellow,81.03,-89.28
yellow,81.85,-88.57
yellow,82.57,-87.56
yellow,83.17,-86.12
yellow,83.54,-84.16
yellow,83.60,-81.58
yellow,83.26,-78.48
yellow,82.55,-75.08
yellow,81.44,-71.22
yellow,80.12,-67.45
yellow,78.51,-63.40
yellow,76.67,-59.18
yellow,74.70,-54.92
yellow,72.55,-50.38
yellow,70.67,-46.21
yellow,69.30,-42.58
yellow,68.62,-39.72
yellow,68.59,-37.65
yellow,69.06,-35.99
yellow,70.32,-33.98
yellow,72.74,-31.07
yellow,74.15,-29.03
yellow,75.01,-27.21
yellow,75.44,-25.53
yellow,75.55,-23.88
yellow,75.30,-21.97
yellow,74.69,-20.08
yellow,73.52,-17.80
yellow,71.72,-15.23
yellow,68.99,-11.91
yellow,66.88,-9.13
yellow,65.99,-7.28
yellow,65.76,-5.85
yellow,66.03,-4.22
yellow,67.09,-1.96
yellow,69.19,1.10
yellow,72.05,4.75
yellow,74.66,8.18
yellow,76.68,11.17
yellow,78.17,13.87
yellow,79.12,16.24
