tag,x,y
blue,10.85,1.38
blue,15.81,0.95
blue,20.46,-0.30
blue,23.94,-3.13
blue,25.51,-7.83
blue,25.58,-12.52
blue,25.17,-17.49
blue,24.71,-22.39
blue,24.42,-27.37
blue,24.58,-32.47
blue,25.75,-37.39
blue,29.11,-39.66
blue,33.06,-37.35
blue,36.54,-33.58
blue,39.38,-29.63
blue,42.08,-25.41
blue,44.60,-21.41
blue,47.59,-17.49
blue,51.54,-15.35
blue,55.89,-17.06
blue,59.01,-20.38
blue,62.12,-24.56
blue,64.73,-28.34
blue,67.60,-32.53
blue,70.72,-36.99
blue,73.48,-40.77
blue,76.34,-44.53
blue,79.87,-48.84
blue,82.83,-52.17
blue,86.31,-55.73
blue,90.16,-59.11
blue,94.48,-62.05
blue,99.10,-63.33
blue,100.83,-59.71
blue,100.14,-54.71
blue,98.88,-49.97
blue,97.53,-45.03
blue,96.88,-40.28
blue,98.00,-35.69
blue,101.04,-31.86
blue,103.99,-28.04
blue,103.38,-23.57
blue,100.04,-20.13
blue,95.87,-17.41
blue,91.81,-15.33
blue,86.85,-13.19
blue,82.42,-11.46
blue,77.82,-9.65
blue,73.20,-7.44
blue,69.85,-4.45
blue,69.15,0.28
blue,70.90,4.57
blue,73.42,8.85
blue,75.88,12.98
blue,78.17,17.49
blue,79.64,22.48
blue,78.50,26.78
blue,74.14,28.22
blue,69.31,28.03
blue,64.27,27.51
blue,59.28,27.58
blue,54.65,28.85
blue,50.21,30.85
blue,45.40,31.75
blue,40.98,30.08
blue,37.30,26.95
blue,33.97,23.16
blue,30.72,19.44
blue,26.92,16.48
blue,22.37,15.57
blue,17.75,16.67
blue,13.11,18.70
blue,8.50,20.88
blue,4.15,22.72
blue,-0.51,24.23
blue,-5.61,25.15
blue,-10.65,25.19
blue,-15.57,24.61
blue,-20.49,23.89
blue,-25.22,23.35
blue,-30.06,22.93
blue,-35.33,22.49
blue,-40.31,21.96
blue,-45.18,21.17
blue,-49.97,19.89
blue,-54.35,17.67
blue,-55.84,13.85
blue,-52.48,10.27
blue,-48.20,7.94
blue,-43.76,6.26
blue,-39.29,4.98
blue,-34.40,3.91
blue,-29.23,3.06
blue,-24.68,2.50
blue,-19.32,2.03
blue,-14.02,1.73
blue,-9.60,1.59
blue,-3.97,1.51
blue,0.64,1.50
yellow,10.72,-1.62
yellow,15.73,-2.07
yellow,20.38,-3.70
yellow,22.45,-7.60
yellow,22.56,-12.76
yellow,22.13,-17.67
yellow,21.68,-22.66
yellow,21.43,-27.30
yellow,21.55,-32.30
yellow,22.44,-37.14
yellow,24.94,-41.35
yellow,28.94,-42.70
yellow,33.28,-40.99
yellow,36.82,-37.87
yellow,39.91,-34.11
yellow,42.82,-29.85
yellow,45.48,-25.61
yellow,48.37,-21.24
yellow,51.76,-18.34
yellow,55.38,-20.74
yellow,58.48,-24.63
yellow,61.36,-28.73
yellow,64.14,-32.80
yellow,67.20,-37.21
yellow,69.94,-41.03
yellow,72.81,-44.86
yellow,75.78,-48.62
yellow,79.41,-52.88
yellow,82.44,-56.12
yellow,86.00,-59.53
yellow,89.94,-62.71
yellow,94.51,-65.41
yellow,98.88,-66.37
yellow,102.76,-64.17
yellow,103.83,-59.72
yellow,103.26,-54.94
yellow,102.01,-50.01
yellow,100.63,-45.08
yellow,99.88,-40.30
yellow,101.50,-35.83
yellow,104.76,-32.25
yellow,107.07,-28.30
yellow,106.78,-23.63
yellow,104.03,-19.65
yellow,100.20,-16.55
yellow,96.32,-14.23
yellow,91.96,-12.10
yellow,86.83,-9.95
yellow,82.43,-8.25
yellow,77.64,-6.32
yellow,73.45,-3.99
yellow,72.21,0.12
yellow,74.34,4.57
yellow,76.99,8.94
yellow,79.45,13.25
yellow,81.44,17.60
yellow,82.62,22.13
yellow,82.08,26.79
yellow,78.92,30.11
yellow,74.32,31.22
yellow,69.36,31.05
yellow,64.35,30.53
yellow,59.43,30.58
yellow,54.67,32.11
yellow,50.31,34.02
yellow,45.43,34.76
yellow,40.83,33.45
yellow,37.05,30.85
yellow,33.61,27.36
yellow,30.30,23.45
yellow,26.74,19.89
yellow,22.32,18.58
yellow,17.85,19.85
yellow,13.27,21.94
yellow,8.53,24.15
yellow,3.98,25.98
yellow,-0.57,27.34
yellow,-5.34,28.14
yellow,-10.51,28.20
yellow,-15.33,27.67
yellow,-20.16,26.96
yellow,-25.10,26.37
yellow,-30.30,25.92
yellow,-35.10,25.53
yellow,-40.18,25.00
yellow,-45.28,24.21
yellow,-50.07,23.02
yellow,-54.56,21.13
yellow,-58.00,18.17
yellow,-58.94,13.78
yellow,-56.64,9.83
yellow,-52.89,6.98
yellow,-48.30,4.73
yellow,-44.05,3.20
yellow,-39.31,1.90
yellow,-34.22,0.82
yellow,-29.65,0.09
yellow,-24.21,-0.57
yellow,-19.53,-0.97
yellow,-14.15,-1.27
yellow,-9.67,-1.41
yellow,-3.99,-1.49
yellow,0.64,-1.50
big_orange,6.31,1.49
big_orange,6.29,-1.51
big_orange,5.81,1.49
big_orange,5.79,-1.51
