tag,x,y
blue,10.86,1.67
blue,15.98,1.91
blue,21.11,2.28
blue,26.16,2.79
blue,31.03,3.46
blue,35.64,4.28
blue,40.69,5.45
blue,45.74,7.04
blue,50.16,9.05
blue,53.82,12.33
blue,51.79,15.73
blue,47.42,17.57
blue,42.29,18.84
blue,37.43,19.75
blue,32.88,20.62
blue,27.91,22.21
blue,24.67,25.21
blue,24.05,29.60
blue,25.08,34.23
blue,26.74,39.40
blue,28.01,43.74
blue,28.87,48.90
blue,27.60,53.08
blue,23.17,52.69
blue,19.18,50.51
blue,15.13,47.47
blue,11.42,44.17
blue,7.71,40.50
blue,4.63,37.23
blue,1.23,33.49
blue,-2.34,29.61
blue,-5.93,26.05
blue,-9.93,23.26
blue,-14.27,22.72
blue,-18.30,25.00
blue,-21.87,28.65
blue,-25.19,32.09
blue,-29.20,34.94
blue,-33.61,34.59
blue,-36.29,30.78
blue,-37.92,25.89
blue,-39.00,21.34
blue,-40.32,16.28
blue,-42.31,12.14
blue,-45.82,9.23
blue,-50.75,7.97
blue,-55.53,7.60
blue,-60.32,7.14
blue,-65.36,5.81
blue,-69.05,3.13
blue,-70.99,-1.44
blue,-71.58,-6.26
blue,-72.42,-11.06
blue,-74.25,-15.51
blue,-76.84,-19.57
blue,-79.75,-23.66
blue,-82.32,-27.82
blue,-84.13,-32.48
blue,-84.46,-37.41
blue,-83.33,-42.10
blue,-81.38,-46.75
blue,-79.30,-51.17
blue,-77.05,-55.44
blue,-73.99,-59.47
blue,-70.16,-62.12
blue,-65.33,-63.58
blue,-60.50,-64.32
blue,-55.63,-65.50
blue,-51.63,-67.78
blue,-48.31,-71.16
blue,-45.18,-75.40
blue,-42.42,-79.23
blue,-39.02,-83.07
blue,-35.05,-85.43
blue,-31.04,-83.93
blue,-28.73,-79.88
blue,-27.41,-75.11
blue,-26.70,-69.85
blue,-26.46,-65.30
blue,-26.50,-60.47
blue,-26.78,-55.50
blue,-27.27,-50.48
blue,-27.93,-45.50
blue,-28.71,-40.65
blue,-29.68,-35.33
blue,-30.57,-30.91
blue,-31.69,-25.60
blue,-32.71,-20.73
blue,-33.63,-15.84
blue,-34.24,-11.09
blue,-34.07,-6.26
blue,-31.98,-2.03
blue,-28.20,0.24
blue,-23.19,1.24
blue,-18.50,1.53
blue,-13.63,1.59
blue,-8.90,1.56
blue,-3.70,1.51
blue,0.95,1.50
yellow,10.97,-1.32
yellow,16.16,-1.08
yellow,21.37,-0.71
yellow,26.51,-0.19
yellow,31.50,0.50
yellow,36.23,1.34
yellow,40.63,2.33
yellow,46.09,3.97
yellow,50.56,5.86
yellow,54.33,8.29
yellow,56.93,12.29
yellow,55.66,16.42
yellow,51.68,19.17
yellow,47.27,20.74
yellow,42.34,21.89
yellow,37.43,22.80
yellow,32.66,23.75
yellow,28.18,25.56
yellow,27.12,29.92
yellow,28.37,34.69
yellow,29.91,39.48
yellow,31.16,44.00
yellow,31.87,48.78
yellow,31.17,53.29
yellow,27.69,56.24
yellow,22.97,55.82
yellow,18.56,53.67
yellow,14.86,51.09
yellow,11.02,47.88
yellow,7.18,44.22
yellow,3.97,40.92
yellow,0.44,37.09
yellow,-2.81,33.51
yellow,-6.11,30.02
yellow,-10.12,26.58
yellow,-14.36,25.91
yellow,-18.06,28.95
yellow,-21.35,32.51
yellow,-25.03,35.88
yellow,-29.39,38.17
yellow,-33.92,37.88
yellow,-37.24,35.11
yellow,-39.51,30.83
yellow,-41.04,25.80
yellow,-42.11,21.20
yellow,-43.50,16.30
yellow,-46.14,12.50
yellow,-50.79,10.99
yellow,-55.73,10.59
yellow,-60.37,10.16
yellow,-65.20,9.09
yellow,-69.53,6.83
yellow,-72.59,3.15
yellow,-74.04,-1.44
yellow,-74.60,-6.21
yellow,-75.61,-11.21
yellow,-77.75,-15.55
yellow,-80.43,-19.44
yellow,-83.38,-23.70
yellow,-85.73,-27.98
yellow,-87.19,-32.42
yellow,-87.47,-37.41
yellow,-86.52,-42.03
yellow,-84.67,-46.74
yellow,-82.60,-51.23
yellow,-80.34,-55.74
yellow,-77.66,-59.86
yellow,-74.27,-63.16
yellow,-70.01,-65.43
yellow,-65.29,-66.64
yellow,-60.42,-67.37
yellow,-55.80,-68.68
yellow,-51.87,-71.64
yellow,-48.74,-75.57
yellow,-46.02,-79.41
yellow,-42.99,-83.28
yellow,-39.27,-86.72
yellow,-34.99,-88.48
yellow,-30.57,-87.44
yellow,-27.34,-83.93
yellow,-25.42,-79.49
yellow,-24.36,-75.11
yellow,-23.71,-70.11
yellow,-23.46,-65.36
yellow,-23.50,-60.37
yellow,-23.79,-55.26
yellow,-24.29,-50.13
yellow,-24.96,-45.07
yellow,-25.75,-40.14
yellow,-26.61,-35.42
yellow,-27.50,-30.93
yellow,-28.63,-25.55
yellow,-29.66,-20.64
yellow,-30.59,-15.79
yellow,-31.25,-10.87
yellow,-30.95,-6.11
yellow,-27.81,-2.82
yellow,-23.35,-1.80
yellow,-18.41,-1.47
yellow,-13.63,-1.41
yellow,-8.09,-1.45
yellow,-3.72,-1.49
yellow,0.96,-1.50
big_orange,7.07,1.57
big_orange,7.13,-1.43
big_orange,6.57,1.56
big_orange,6.63,-1.44
