tag,x,y
blue,11.09,1.42
blue,15.56,1.67
blue,20.73,2.68
blue,24.69,4.35
blue,28.14,6.81
blue,31.46,10.70
blue,33.55,14.51
blue,35.43,19.50
blue,36.70,23.85
blue,37.87,28.35
blue,39.12,33.96
blue,39.71,37.83
blue,39.91,42.69
blue,39.20,47.28
blue,37.41,51.18
blue,34.55,53.94
blue,30.77,55.29
blue,26.30,55.02
blue,21.55,53.11
blue,17.87,50.58
blue,14.48,47.48
blue,11.41,44.13
blue,7.87,40.06
blue,4.29,36.53
blue,0.28,33.73
blue,-4.31,31.57
blue,-8.37,30.01
blue,-12.64,28.30
blue,-16.87,26.23
blue,-21.59,22.98
blue,-24.49,19.90
blue,-26.32,16.60
blue,-26.85,11.74
blue,-25.34,8.14
blue,-22.25,5.20
blue,-17.97,3.16
blue,-14.05,2.18
blue,-8.93,1.63
blue,-3.89,1.50
blue,0.95,1.50
yellow,11.13,-1.58
yellow,15.88,-1.32
yellow,20.66,-0.46
yellow,25.27,1.26
yellow,29.40,3.94
yellow,32.20,6.70
yellow,34.98,10.70
yellow,37.03,15.03
yellow,38.83,20.37
yellow,40.08,24.87
yellow,41.23,29.50
yellow,42.25,34.40
yellow,42.88,39.60
yellow,42.84,43.89
yellow,41.76,49.12
yellow,39.88,52.88
yellow,37.01,55.89
yellow,32.24,58.07
yellow,27.86,58.32
yellow,23.36,57.26
yellow,19.02,55.09
yellow,15.03,52.12
yellow,11.50,48.71
yellow,8.41,45.25
yellow,4.98,41.35
yellow,1.68,38.26
yellow,-1.97,35.92
yellow,-6.39,33.97
yellow,-11.60,31.97
yellow,-16.09,30.01
yellow,-19.43,28.20
yellow,-23.55,25.25
yellow,-26.90,21.69
yellow,-29.13,17.65
yellow,-29.97,13.36
yellow,-29.26,9.20
yellow,-26.42,4.77
yellow,-22.99,2.13
yellow,-18.92,0.31
yellow,-13.46,-0.95
yellow,-9.10,-1.37
yellow,-3.91,-1.50
yellow,0.95,-1.50
big_orange,6.79,1.44
big_orange,6.75,-1.56
big_orange,6.29,1.45
big_orange,6.25,-1.55
