tag,x,y
blue,10.87,1.39
blue,15.72,0.86
blue,19.90,-1.03
blue,21.42,-5.30
blue,20.42,-9.59
blue,18.56,-14.11
blue,16.48,-18.65
blue,14.26,-23.54
blue,12.39,-27.97
blue,10.74,-32.40
blue,9.23,-37.32
blue,8.20,-41.91
blue,7.66,-47.02
blue,8.00,-52.04
blue,9.60,-56.70
blue,12.64,-60.53
blue,16.64,-63.20
blue,21.25,-64.61
blue,25.94,-64.05
blue,29.98,-61.50
blue,33.19,-57.80
blue,35.71,-53.74
blue,37.99,-49.30
blue,40.14,-44.97
blue,42.81,-40.65
blue,46.23,-37.68
blue,50.93,-36.56
blue,55.60,-37.04
blue,60.40,-38.13
blue,65.56,-39.40
blue,69.98,-40.32
blue,75.22,-41.06
blue,80.19,-41.23
blue,85.12,-40.77
blue,89.85,-39.59
blue,94.26,-37.66
blue,98.31,-34.83
blue,101.13,-31.09
blue,101.33,-26.54
blue,98.70,-22.54
blue,94.77,-19.43
blue,90.78,-17.21
blue,86.08,-15.19
blue,81.47,-13.62
blue,76.65,-12.24
blue,71.81,-11.06
blue,67.12,-10.02
blue,62.21,-8.95
blue,57.38,-7.76
blue,52.59,-6.15
blue,48.33,-3.75
blue,44.96,-0.36
blue,42.17,3.63
blue,38.98,7.55
blue,35.31,10.65
blue,31.19,13.67
blue,27.83,16.87
blue,25.08,20.83
blue,22.81,25.33
blue,20.69,29.91
blue,18.37,34.41
blue,15.75,38.30
blue,12.20,41.69
blue,7.66,43.75
blue,2.85,44.80
blue,-1.71,46.27
blue,-5.73,48.48
blue,-9.79,51.45
blue,-13.47,54.46
blue,-17.47,57.80
blue,-21.23,60.80
blue,-25.54,63.90
blue,-29.68,66.35
blue,-34.31,68.05
blue,-37.80,66.47
blue,-37.42,61.90
blue,-35.68,57.24
blue,-33.58,53.12
blue,-30.99,48.80
blue,-28.11,44.45
blue,-25.15,40.26
blue,-22.35,36.36
blue,-19.61,32.35
blue,-17.29,28.01
blue,-16.85,23.38
blue,-19.62,19.94
blue,-23.77,17.87
blue,-28.71,15.98
blue,-33.09,14.11
blue,-37.23,11.42
blue,-37.38,7.59
blue,-33.47,5.31
blue,-28.82,3.85
blue,-23.77,2.85
blue,-18.93,2.23
blue,-13.78,1.82
blue,-9.40,1.62
blue,-4.19,1.52
blue,0.81,1.50
yellow,10.72,-1.61
yellow,15.84,-2.25
yellow,18.43,-5.14
yellow,17.09,-9.91
yellow,15.08,-14.51
yellow,13.20,-18.59
yellow,10.95,-23.61
yellow,9.09,-28.16
yellow,7.47,-32.72
yellow,6.16,-37.17
yellow,5.15,-41.98
yellow,4.66,-46.92
yellow,4.97,-52.16
yellow,6.32,-56.81
yellow,8.66,-60.69
yellow,12.30,-64.09
yellow,16.39,-66.38
yellow,21.20,-67.62
yellow,25.76,-67.26
yellow,30.28,-65.10
yellow,33.61,-62.08
yellow,36.58,-58.15
yellow,39.16,-53.66
yellow,41.41,-49.13
yellow,43.64,-44.81
yellow,46.55,-41.06
yellow,50.98,-39.56
yellow,55.77,-40.13
yellow,60.51,-41.25
yellow,65.33,-42.42
yellow,70.36,-43.44
yellow,74.95,-44.04
yellow,79.83,-44.24
yellow,84.83,-43.85
yellow,89.75,-42.77
yellow,94.15,-41.08
yellow,98.55,-38.49
yellow,102.09,-35.20
yellow,104.31,-31.09
yellow,104.45,-26.59
yellow,102.45,-22.33
yellow,99.18,-18.92
yellow,95.04,-16.08
yellow,90.50,-13.77
yellow,85.97,-11.96
yellow,81.75,-10.56
yellow,76.79,-9.18
yellow,71.88,-8.00
yellow,67.18,-6.97
yellow,61.86,-5.79
yellow,57.35,-4.64
yellow,52.57,-2.84
yellow,48.63,-0.01
yellow,45.69,3.78
yellow,42.81,7.78
yellow,39.27,11.37
yellow,35.34,14.33
yellow,31.53,17.33
yellow,28.47,21.03
yellow,26.15,25.28
yellow,24.08,29.74
yellow,21.76,34.48
yellow,19.26,38.62
yellow,16.08,42.38
yellow,12.21,45.19
yellow,7.89,46.80
yellow,2.98,47.85
yellow,-1.64,49.56
yellow,-5.76,52.15
yellow,-9.49,55.06
yellow,-13.29,58.22
yellow,-16.98,61.27
yellow,-20.88,64.29
yellow,-25.37,67.36
yellow,-29.75,69.71
yellow,-34.23,71.08
yellow,-38.51,70.37
yellow,-40.80,66.77
yellow,-40.57,62.15
yellow,-38.93,57.19
yellow,-36.89,52.92
yellow,-34.33,48.47
yellow,-31.86,44.64
yellow,-28.86,40.30
yellow,-25.95,36.24
yellow,-23.05,32.11
yellow,-20.53,27.93
yellow,-20.10,23.51
yellow,-24.12,20.98
yellow,-28.39,19.31
yellow,-33.06,17.44
yellow,-37.30,15.18
yellow,-40.78,11.66
yellow,-40.93,7.44
yellow,-37.98,4.26
yellow,-33.44,2.09
yellow,-28.82,0.77
yellow,-24.24,-0.11
yellow,-19.23,-0.75
yellow,-13.96,-1.17
yellow,-9.50,-1.37
yellow,-4.22,-1.48
yellow,0.81,-1.50
big_orange,6.43,1.49
big_orange,6.41,-1.51
big_orange,5.93,1.50
big_orange,5.91,-1.50
