tag,x,y
blue,10.89,1.58
blue,15.68,1.41
blue,20.56,0.51
blue,24.65,-1.74
blue,27.99,-5.59
blue,30.52,-9.58
blue,33.51,-13.65
blue,37.62,-15.98
blue,41.88,-14.26
blue,44.99,-10.83
blue,47.73,-6.44
blue,50.03,-2.01
blue,52.20,2.22
blue,54.93,6.29
blue,58.92,8.70
blue,63.47,8.18
blue,67.76,6.08
blue,72.24,3.23
blue,76.27,0.51
blue,80.07,-2.06
blue,84.70,-5.06
blue,88.91,-7.62
blue,93.21,-10.02
blue,97.53,-12.19
blue,102.39,-14.32
blue,107.10,-16.01
blue,111.55,-17.25
blue,116.67,-18.15
blue,121.58,-18.34
blue,126.50,-17.48
blue,130.36,-14.93
blue,130.94,-10.57
blue,128.53,-6.19
blue,125.06,-2.61
blue,121.32,0.34
blue,117.10,3.14
blue,112.73,5.75
blue,108.52,8.16
blue,104.42,10.66
blue,100.32,13.86
blue,97.48,17.56
blue,95.54,22.26
blue,93.18,26.35
blue,89.08,28.43
blue,84.25,28.79
blue,79.19,28.19
blue,74.22,27.11
blue,69.31,25.82
blue,64.80,24.73
blue,59.76,24.45
blue,56.16,26.63
blue,54.57,31.06
blue,54.21,36.07
blue,54.20,40.87
blue,54.22,46.17
blue,54.14,50.98
blue,53.86,55.70
blue,53.24,60.67
blue,51.95,65.68
blue,49.22,69.61
blue,45.50,67.59
blue,42.95,63.55
blue,41.01,59.29
blue,39.08,54.25
blue,37.28,49.53
blue,35.20,45.28
blue,31.90,42.08
blue,27.24,41.64
blue,22.66,43.10
blue,17.88,44.97
blue,13.15,46.17
blue,8.80,44.94
blue,7.74,40.44
blue,8.27,35.81
blue,9.10,30.64
blue,8.79,26.19
blue,5.82,22.80
blue,1.37,21.39
blue,-3.50,20.80
blue,-8.71,20.45
blue,-13.81,20.16
blue,-18.45,19.85
blue,-23.19,19.42
blue,-28.65,18.73
blue,-33.11,17.95
blue,-38.46,16.64
blue,-42.86,15.06
blue,-47.12,12.45
blue,-47.62,8.48
blue,-43.71,5.96
blue,-38.79,4.34
blue,-34.07,3.35
blue,-29.05,2.66
blue,-23.97,2.20
blue,-19.03,1.91
blue,-14.31,1.72
blue,-9.37,1.60
blue,-4.31,1.52
blue,0.83,1.50
yellow,10.88,-1.42
yellow,16.03,-1.63
yellow,20.68,-2.76
yellow,24.39,-5.76
yellow,27.14,-9.81
yellow,29.84,-13.92
yellow,33.27,-17.42
yellow,37.43,-18.97
yellow,41.96,-17.84
yellow,45.80,-14.62
yellow,48.69,-10.71
yellow,51.03,-6.65
yellow,53.31,-2.15
yellow,55.74,2.35
yellow,59.15,5.67
yellow,63.71,4.84
yellow,67.88,2.50
yellow,72.02,-0.24
yellow,76.19,-3.07
yellow,80.14,-5.70
yellow,84.31,-8.35
yellow,88.65,-10.93
yellow,93.07,-13.33
yellow,97.51,-15.49
yellow,101.90,-17.35
yellow,106.78,-19.06
yellow,111.44,-20.31
yellow,116.86,-21.19
yellow,121.72,-21.33
yellow,126.34,-20.66
yellow,130.67,-18.74
yellow,133.71,-14.98
yellow,134.00,-10.43
yellow,132.09,-6.02
yellow,129.11,-2.32
yellow,125.52,0.92
yellow,121.35,3.97
yellow,117.34,6.52
yellow,112.92,9.09
yellow,108.49,11.66
yellow,104.30,14.41
yellow,100.87,17.78
yellow,98.71,22.33
yellow,96.80,26.59
yellow,93.47,29.90
yellow,88.95,31.52
yellow,84.12,31.78
yellow,79.18,31.24
yellow,74.53,30.27
yellow,69.50,28.97
yellow,64.62,27.75
yellow,59.89,27.50
yellow,57.60,31.15
yellow,57.21,36.13
yellow,57.20,40.85
yellow,57.22,46.18
yellow,57.13,51.08
yellow,56.85,55.96
yellow,56.29,60.56
yellow,55.11,65.72
yellow,53.08,70.06
yellow,49.27,72.68
yellow,45.30,71.54
yellow,42.07,68.00
yellow,39.57,63.48
yellow,37.61,58.88
yellow,35.90,54.30
yellow,34.00,49.47
yellow,31.53,45.45
yellow,27.26,44.71
yellow,22.69,46.32
yellow,18.11,48.06
yellow,13.09,49.19
yellow,8.58,48.50
yellow,5.57,45.35
yellow,4.74,40.38
yellow,5.24,35.70
yellow,6.08,30.64
yellow,5.36,26.16
yellow,1.26,24.42
yellow,-3.74,23.79
yellow,-8.88,23.45
yellow,-13.24,23.20
yellow,-18.68,22.84
yellow,-23.50,22.40
yellow,-28.31,21.81
yellow,-33.70,20.89
yellow,-37.98,19.89
yellow,-42.97,18.26
yellow,-47.36,16.04
yellow,-50.71,12.72
yellow,-51.06,8.37
yellow,-48.05,4.91
yellow,-43.54,2.66
yellow,-39.00,1.30
yellow,-34.00,0.30
yellow,-29.38,-0.32
yellow,-24.19,-0.79
yellow,-19.17,-1.09
yellow,-14.40,-1.28
yellow,-8.95,-1.41
yellow,-4.34,-1.48
yellow,0.84,-1.50
big_orange,6.29,1.54
big_orange,6.32,-1.46
big_orange,5.79,1.54
big_orange,5.82,-1.46
