tag,x,y
blue,10.71,1.83
blue,15.58,2.20
blue,20.46,2.73
blue,24.35,3.27
blue,29.22,4.11
blue,34.06,5.13
blue,37.92,6.10
blue,42.70,7.51
blue,46.48,8.81
blue,51.13,10.65
blue,54.77,12.31
blue,58.34,14.14
blue,62.65,16.67
blue,65.96,18.90
blue,69.14,21.30
blue,72.90,24.54
blue,75.70,27.32
blue,78.31,30.26
blue,80.71,33.35
blue,83.39,37.42
blue,85.26,40.82
blue,86.86,44.32
blue,88.20,47.93
blue,89.25,51.61
blue,90.16,56.29
blue,90.56,60.08
blue,90.66,63.89
blue,90.46,67.69
blue,89.80,72.41
blue,88.93,76.14
blue,87.78,79.79
blue,86.36,83.37
blue,84.67,86.85
blue,82.19,91.02
blue,79.95,94.22
blue,77.48,97.27
blue,74.81,100.17
blue,71.20,103.56
blue,68.13,106.08
blue,64.91,108.43
blue,60.70,111.12
blue,57.21,113.08
blue,53.62,114.87
blue,49.03,116.87
blue,45.29,118.29
blue,40.55,119.84
blue,36.72,120.93
blue,31.90,122.09
blue,27.05,123.05
blue,23.16,123.69
blue,18.30,124.34
blue,13.43,124.83
blue,8.56,125.17
blue,4.67,125.34
blue,-0.20,125.44
blue,-5.07,125.40
blue,-9.93,125.22
blue,-14.81,124.91
blue,-18.71,124.55
blue,-23.58,123.95
blue,-28.45,123.19
blue,-32.33,122.45
blue,-37.17,121.34
blue,-41.97,120.02
blue,-45.77,118.80
blue,-49.52,117.42
blue,-54.13,115.48
blue,-57.74,113.73
blue,-62.12,111.31
blue,-65.49,109.18
blue,-68.74,106.87
blue,-71.85,104.38
blue,-75.50,101.04
blue,-78.21,98.17
blue,-80.71,95.15
blue,-83.00,91.99
blue,-85.53,87.84
blue,-87.26,84.38
blue,-88.74,80.83
blue,-89.93,77.18
blue,-91.03,72.53
blue,-91.57,68.76
blue,-91.82,64.96
blue,-91.77,61.15
blue,-91.42,57.36
blue,-90.57,52.66
blue,-89.57,48.97
blue,-88.28,45.35
blue,-86.72,41.82
blue,-84.40,37.57
blue,-82.27,34.30
blue,-79.91,31.18
blue,-77.34,28.20
blue,-73.85,24.71
blue,-70.86,22.10
blue,-67.71,19.66
blue,-64.42,17.40
blue,-60.14,14.82
blue,-56.60,12.95
blue,-52.05,10.84
blue,-48.34,9.35
blue,-43.63,7.69
blue,-39.81,6.54
blue,-35.01,5.29
blue,-31.14,4.44
blue,-26.28,3.55
blue,-21.42,2.84
blue,-17.52,2.39
blue,-12.65,1.96
blue,-7.79,1.67
blue,-2.92,1.52
blue,1.95,1.51
yellow,10.90,-1.17
yellow,15.86,-0.78
yellow,20.83,-0.24
yellow,25.80,0.46
yellow,29.78,1.16
yellow,34.74,2.21
yellow,39.69,3.48
yellow,43.62,4.66
yellow,48.48,6.35
yellow,52.31,7.90
yellow,57.01,10.07
yellow,60.68,12.01
yellow,65.13,14.70
yellow,68.55,17.06
yellow,72.62,20.27
yellow,75.70,23.05
yellow,79.28,26.78
yellow,81.91,29.95
yellow,84.32,33.28
yellow,86.98,37.66
yellow,88.82,41.31
yellow,90.38,45.07
yellow,91.91,49.91
yellow,92.80,53.86
yellow,93.48,58.88
yellow,93.66,62.92
yellow,93.53,66.96
yellow,92.92,71.98
yellow,92.08,75.94
yellow,90.61,80.80
yellow,89.10,84.58
yellow,87.31,88.26
yellow,84.71,92.66
yellow,82.34,96.03
yellow,79.07,100.01
yellow,76.21,103.00
yellow,73.17,105.82
yellow,69.14,109.08
yellow,65.75,111.49
yellow,61.33,114.23
yellow,57.69,116.21
yellow,53.01,118.44
yellow,49.20,120.03
yellow,44.36,121.78
yellow,40.44,123.01
yellow,35.51,124.33
yellow,30.56,125.44
yellow,25.60,126.35
yellow,21.62,126.94
yellow,16.66,127.54
yellow,11.70,127.98
yellow,6.75,128.27
yellow,1.80,128.42
yellow,-3.15,128.43
yellow,-8.10,128.31
yellow,-12.07,128.11
yellow,-17.03,127.72
yellow,-22.00,127.19
yellow,-26.97,126.48
yellow,-30.95,125.78
yellow,-35.92,124.73
yellow,-40.86,123.46
yellow,-44.79,122.28
yellow,-49.65,120.59
yellow,-53.48,119.05
yellow,-58.18,116.87
yellow,-61.85,114.93
yellow,-66.30,112.24
yellow,-69.72,109.88
yellow,-73.79,106.67
yellow,-76.87,103.89
yellow,-80.45,100.16
yellow,-83.08,96.99
yellow,-85.49,93.66
yellow,-88.16,89.28
yellow,-89.99,85.63
yellow,-91.55,81.87
yellow,-93.09,77.03
yellow,-93.98,73.08
yellow,-94.65,68.06
yellow,-94.84,64.03
yellow,-94.70,59.98
yellow,-94.09,54.96
yellow,-93.26,51.00
yellow,-91.78,46.14
yellow,-90.27,42.36
yellow,-88.49,38.69
yellow,-85.88,34.28
yellow,-83.51,30.91
yellow,-80.24,26.93
yellow,-77.38,23.94
yellow,-74.34,21.12
yellow,-70.31,17.86
yellow,-66.92,15.46
yellow,-62.51,12.71
yellow,-58.86,10.73
yellow,-54.19,8.50
yellow,-50.37,6.91
yellow,-45.53,5.16
yellow,-41.61,3.93
yellow,-36.68,2.61
yellow,-31.73,1.50
yellow,-26.77,0.59
yellow,-22.80,-0.00
yellow,-17.83,-0.60
yellow,-12.87,-1.03
yellow,-7.92,-1.33
yellow,-2.97,-1.48
yellow,1.98,-1.49
big_orange,7.06,1.64
big_orange,7.18,-1.36
big_orange,6.57,1.62
big_orange,6.68,-1.38
