tag,x,y
blue,-495.98,1.50
blue,-491.97,1.50
blue,-485.94,1.50
blue,-481.93,1.50
blue,-475.90,1.50
blue,-471.89,1.50
blue,-465.86,1.50
blue,-461.85,1.50
blue,-455.82,1.50
blue,-451.81,1.50
blue,-445.78,1.50
blue,-441.77,1.50
blue,-435.74,1.50
blue,-431.73,1.50
blue,-425.70,1.50
blue,-421.69,1.50
blue,-415.66,1.50
blue,-411.65,1.50
blue,-405.62,1.50
blue,-401.61,1.50
blue,-397.59,1.50
blue,-391.57,1.50
blue,-387.55,1.50
blue,-381.53,1.50
blue,-377.51,1.50
blue,-371.49,1.50
blue,-367.47,1.50
blue,-361.45,1.50
blue,-357.43,1.50
blue,-351.41,1.50
blue,-347.39,1.50
blue,-341.37,1.50
blue,-337.35,1.50
blue,-331.33,1.50
blue,-327.31,1.50
blue,-321.29,1.50
blue,-317.27,1.50
blue,-311.24,1.50
blue,-307.23,1.50
blue,-301.20,1.50
blue,-297.19,1.50
blue,-293.17,1.50
blue,-287.15,1.50
blue,-283.13,1.50
blue,-277.11,1.50
blue,-273.09,1.50
blue,-267.07,1.50
blue,-263.05,1.50
blue,-257.03,1.50
blue,-253.01,1.50
blue,-246.99,1.50
blue,-242.97,1.50
blue,-236.95,1.50
blue,-232.93,1.50
blue,-226.91,1.50
blue,-222.89,1.50
blue,-216.87,1.50
blue,-212.85,1.50
blue,-206.83,1.50
blue,-202.81,1.50
blue,-198.80,1.50
blue,-192.77,1.50
blue,-188.76,1.50
blue,-182.73,1.50
blue,-178.71,1.50
blue,-172.69,1.50
blue,-168.67,1.50
blue,-162.65,1.50
blue,-158.63,1.50
blue,-152.61,1.50
blue,-148.59,1.50
blue,-142.57,1.50
blue,-138.55,1.50
blue,-132.53,1.50
blue,-128.51,1.50
blue,-122.49,1.50
blue,-118.47,1.50
blue,-112.45,1.50
blue,-108.43,1.50
blue,-102.41,1.50
blue,-98.39,1.50
blue,-94.38,1.50
blue,-88.35,1.50
blue,-84.34,1.50
blue,-78.31,1.50
blue,-74.30,1.50
blue,-68.27,1.50
blue,-64.26,1.50
blue,-58.23,1.50
blue,-54.22,1.50
blue,-48.19,1.50
blue,-44.18,1.50
blue,-38.15,1.50
blue,-34.14,1.50
blue,-28.11,1.50
blue,-24.10,1.50
blue,-18.07,1.50
blue,-14.06,1.50
blue,-8.03,1.50
blue,-4.02,1.50
yellow,-495.98,-1.50
yellow,-491.97,-1.50
yellow,-485.94,-1.50
yellow,-481.93,-1.50
yellow,-475.90,-1.50
yellow,-471.89,-1.50
yellow,-465.86,-1.50
yellow,-461.85,-1.50
yellow,-455.82,-1.50
yellow,-451.81,-1.50
yellow,-445.78,-1.50
yellow,-441.77,-1.50
yellow,-435.74,-1.50
yellow,-431.73,-1.50
yellow,-425.70,-1.50
yellow,-421.69,-1.50
yellow,-415.66,-1.50
yellow,-411.65,-1.50
yellow,-405.62,-1.50
yellow,-401.61,-1.50
yellow,-397.59,-1.50
yellow,-391.57,-1.50
yellow,-387.55,-1.50
yellow,-381.53,-1.50
yellow,-377.51,-1.50
yellow,-371.49,-1.50
yellow,-367.47,-1.50
yellow,-361.45,-1.50
yellow,-357.43,-1.50
yellow,-351.41,-1.50
yellow,-347.39,-1.50
yellow,-341.37,-1.50
yellow,-337.35,-1.50
yellow,-331.33,-1.50
yellow,-327.31,-1.50
yellow,-321.29,-1.50
yellow,-317.27,-1.50
yellow,-311.24,-1.50
yellow,-307.23,-1.50
yellow,-301.20,-1.50
yellow,-297.19,-1.50
yellow,-293.17,-1.50
yellow,-287.15,-1.50
yellow,-283.13,-1.50
yellow,-277.11,-1.50
yellow,-273.09,-1.50
yellow,-267.07,-1.50
yellow,-263.05,-1.50
yellow,-257.03,-1.50
yellow,-253.01,-1.50
yellow,-246.99,-1.50
yellow,-242.97,-1.50
yellow,-236.95,-1.50
yellow,-232.93,-1.50
yellow,-226.91,-1.50
yellow,-222.89,-1.50
yellow,-216.87,-1.50
yellow,-212.85,-1.50
yellow,-206.83,-1.50
yellow,-202.81,-1.50
yellow,-198.80,-1.50
yellow,-192.77,-1.50
yellow,-188.76,-1.50
yellow,-182.73,-1.50
yellow,-178.71,-1.50
yellow,-172.69,-1.50
yellow,-168.67,-1.50
yellow,-162.65,-1.50
yellow,-158.63,-1.50
yellow,-152.61,-1.50
yellow,-148.59,-1.50
yellow,-142.57,-1.50
yellow,-138.55,-1.50
yellow,-132.53,-1.50
yellow,-128.51,-1.50
yellow,-122.49,-1.50
yellow,-118.47,-1.50
yellow,-112.45,-1.50
yellow,-108.43,-1.50
yellow,-102.41,-1.50
yellow,-98.39,-1.50
yellow,-94.38,-1.50
yellow,-88.35,-1.50
yellow,-84.34,-1.50
yellow,-78.31,-1.50
yellow,-74.30,-1.50
yellow,-68.27,-1.50
yellow,-64.26,-1.50
yellow,-58.23,-1.50
yellow,-54.22,-1.50
yellow,-48.19,-1.50
yellow,-44.18,-1.50
yellow,-38.15,-1.50
yellow,-34.14,-1.50
yellow,-28.11,-1.50
yellow,-24.10,-1.50
yellow,-18.07,-1.50
yellow,-14.06,-1.50
yellow,-8.03,-1.50
yellow,-4.02,-1.50
big_orange,-499.75,1.50
big_orange,-499.75,-1.50
big_orange,-500.25,1.50
big_orange,-500.25,-1.50
big_orange,-3.77,1.50
big_orange,-3.77,-1.50
big_orange,-4.27,1.50
big_orange,-4.27,-1.50
