tag,x,y
blue,11.34,1.49
blue,16.02,0.99
blue,20.53,-0.62
blue,24.04,-3.89
blue,26.18,-8.12
blue,27.63,-12.82
blue,28.84,-17.67
blue,30.00,-22.43
blue,31.30,-27.41
blue,32.67,-32.03
blue,34.24,-36.70
blue,36.04,-41.34
blue,38.07,-45.86
blue,40.57,-50.53
blue,43.33,-54.68
blue,46.54,-58.36
blue,50.33,-61.17
blue,55.03,-62.25
blue,59.45,-60.53
blue,63.26,-57.26
blue,66.84,-54.13
blue,71.19,-51.85
blue,75.73,-50.98
blue,80.78,-50.82
blue,85.60,-50.72
blue,90.48,-49.92
blue,94.13,-47.03
blue,93.97,-42.55
blue,91.79,-38.07
blue,88.78,-33.93
blue,85.83,-30.55
blue,82.22,-26.84
blue,78.62,-23.32
blue,74.97,-19.70
blue,71.77,-16.01
blue,69.38,-11.83
blue,68.62,-7.09
blue,69.25,-2.39
blue,69.79,2.67
blue,68.42,7.19
blue,65.05,10.67
blue,61.10,13.21
blue,56.72,15.91
blue,53.27,19.04
blue,50.81,23.34
blue,49.35,27.91
blue,47.84,32.69
blue,45.37,36.81
blue,41.08,39.17
blue,36.45,39.53
blue,31.30,39.74
blue,27.05,41.34
blue,23.59,44.78
blue,21.15,48.65
blue,18.68,53.41
blue,16.57,57.63
blue,14.30,61.91
blue,11.59,66.38
blue,8.50,70.33
blue,4.59,72.97
blue,1.58,70.36
blue,0.57,65.75
blue,0.36,60.76
blue,0.62,55.76
blue,1.09,51.23
blue,1.86,45.89
blue,2.70,40.76
blue,3.44,36.07
blue,3.95,30.93
blue,3.35,26.49
blue,0.06,23.58
blue,-4.51,23.59
blue,-9.12,24.69
blue,-13.91,26.18
blue,-18.51,27.70
blue,-23.46,29.30
blue,-28.62,30.87
blue,-32.99,32.08
blue,-38.18,33.33
blue,-43.16,34.27
blue,-47.79,34.88
blue,-52.55,35.10
blue,-57.81,34.55
blue,-61.72,32.32
blue,-60.87,28.04
blue,-57.73,24.44
blue,-54.05,21.39
blue,-49.88,18.48
blue,-45.55,15.77
blue,-41.28,13.27
blue,-36.75,10.74
blue,-32.36,8.45
blue,-27.98,6.41
blue,-23.42,4.66
blue,-18.54,3.27
blue,-13.78,2.36
blue,-8.76,1.80
blue,-3.60,1.54
blue,1.02,1.50
yellow,11.20,-1.51
yellow,16.05,-2.08
yellow,20.32,-4.17
yellow,23.02,-8.30
yellow,24.53,-12.85
yellow,25.72,-17.54
yellow,26.97,-22.71
yellow,28.15,-27.28
yellow,29.51,-31.98
yellow,31.08,-36.76
yellow,32.88,-41.54
yellow,34.93,-46.25
yellow,37.00,-50.32
yellow,39.56,-54.54
yellow,42.66,-58.62
yellow,46.03,-61.90
yellow,50.27,-64.44
yellow,54.94,-65.26
yellow,59.54,-63.97
yellow,63.57,-61.07
yellow,67.19,-57.70
yellow,71.19,-55.05
yellow,75.99,-53.97
yellow,80.80,-53.82
yellow,85.78,-53.71
yellow,90.70,-52.99
yellow,94.86,-50.95
yellow,97.24,-47.09
yellow,97.06,-42.46
yellow,95.11,-37.80
yellow,92.50,-33.81
yellow,89.61,-30.26
yellow,85.99,-26.37
yellow,82.69,-23.10
yellow,78.84,-19.35
yellow,75.37,-15.70
yellow,72.62,-11.77
yellow,71.62,-7.18
yellow,72.30,-2.36
yellow,72.79,2.48
yellow,71.73,7.37
yellow,69.13,11.10
yellow,65.18,14.23
yellow,60.95,16.77
yellow,56.98,19.51
yellow,54.02,23.47
yellow,52.41,28.10
yellow,50.99,32.84
yellow,48.96,37.08
yellow,45.56,40.53
yellow,41.11,42.22
yellow,36.44,42.53
yellow,31.29,42.79
yellow,27.27,45.06
yellow,24.46,48.92
yellow,22.11,53.27
yellow,19.79,57.90
yellow,17.52,62.28
yellow,15.05,66.55
yellow,12.40,70.38
yellow,8.89,74.05
yellow,4.70,75.98
yellow,0.64,74.47
yellow,-1.54,70.51
yellow,-2.47,65.45
yellow,-2.64,60.72
yellow,-2.37,55.51
yellow,-1.88,50.85
yellow,-1.22,46.19
yellow,-0.38,40.98
yellow,0.38,36.26
yellow,0.93,31.31
yellow,-0.21,26.67
yellow,-4.48,26.63
yellow,-9.55,27.95
yellow,-13.71,29.28
yellow,-18.38,30.81
yellow,-23.41,32.43
yellow,-28.67,34.01
yellow,-33.13,35.21
yellow,-37.55,36.26
yellow,-42.68,37.24
yellow,-47.50,37.86
yellow,-52.57,38.10
yellow,-57.45,37.68
yellow,-62.02,36.09
yellow,-64.88,32.37
yellow,-64.20,27.85
yellow,-61.46,23.95
yellow,-57.89,20.59
yellow,-54.15,17.75
yellow,-49.75,14.83
yellow,-45.78,12.41
yellow,-41.08,9.71
yellow,-36.96,7.45
yellow,-32.48,5.16
yellow,-27.89,3.12
yellow,-23.47,1.52
yellow,-18.74,0.24
yellow,-13.71,-0.68
yellow,-8.99,-1.20
yellow,-3.67,-1.46
yellow,1.03,-1.50
big_orange,6.66,1.55
big_orange,6.68,-1.45
big_orange,6.16,1.55
big_orange,6.18,-1.45
