tag,x,y
blue,11.55,1.69
blue,16.38,1.90
blue,20.27,2.13
blue,25.15,2.51
blue,30.05,3.01
blue,34.98,3.67
blue,38.93,4.31
blue,43.86,5.30
blue,48.78,6.50
blue,52.68,7.64
blue,56.54,8.94
blue,61.27,10.81
blue,64.97,12.51
blue,68.56,14.41
blue,72.86,17.04
blue,76.14,19.37
blue,79.24,21.88
blue,82.83,25.29
blue,85.45,28.20
blue,87.82,31.28
blue,89.94,34.51
blue,92.18,38.72
blue,93.64,42.22
blue,94.78,45.81
blue,95.76,50.38
blue,96.17,54.09
blue,96.25,57.81
blue,95.88,62.45
blue,95.21,66.13
blue,94.22,69.75
blue,92.90,73.29
blue,90.84,77.57
blue,88.85,80.86
blue,86.60,84.00
blue,83.42,87.72
blue,80.62,90.49
blue,77.61,93.09
blue,74.42,95.50
blue,70.19,98.24
blue,66.66,100.22
blue,63.00,102.00
blue,58.31,103.97
blue,54.48,105.34
blue,49.61,106.82
blue,45.68,107.82
blue,40.75,108.86
blue,35.80,109.70
blue,31.86,110.25
blue,26.94,110.79
blue,22.04,111.19
blue,17.18,111.48
blue,12.33,111.68
blue,7.51,111.80
blue,2.70,111.84
blue,-2.10,111.82
blue,-6.91,111.74
blue,-11.73,111.58
blue,-16.58,111.34
blue,-21.45,111.00
blue,-26.34,110.55
blue,-30.28,110.09
blue,-35.21,109.37
blue,-40.15,108.46
blue,-44.09,107.59
blue,-48.99,106.29
blue,-52.87,105.08
blue,-57.65,103.32
blue,-61.39,101.71
blue,-65.03,99.91
blue,-69.42,97.39
blue,-72.78,95.16
blue,-75.97,92.74
blue,-78.97,90.13
blue,-82.42,86.62
blue,-84.92,83.62
blue,-87.17,80.47
blue,-89.59,76.33
blue,-91.20,72.88
blue,-92.50,69.34
blue,-93.49,65.72
blue,-94.26,61.11
blue,-94.51,57.40
blue,-94.42,53.67
blue,-93.84,49.05
blue,-93.01,45.40
blue,-91.85,41.81
blue,-89.97,37.47
blue,-88.14,34.11
blue,-86.02,30.90
blue,-83.63,27.82
blue,-80.31,24.22
blue,-77.40,21.53
blue,-74.29,19.02
blue,-70.17,16.16
blue,-66.70,14.09
blue,-63.10,12.21
blue,-58.46,10.12
blue,-54.66,8.66
blue,-49.82,7.09
blue,-45.91,6.01
blue,-40.98,4.87
blue,-37.03,4.12
blue,-32.09,3.35
blue,-27.16,2.75
blue,-23.23,2.38
blue,-18.35,2.02
blue,-13.49,1.77
blue,-8.66,1.61
blue,-3.84,1.52
blue,0.96,1.50
yellow,11.65,-1.31
yellow,16.53,-1.10
yellow,21.45,-0.80
yellow,25.41,-0.48
yellow,30.40,0.03
yellow,35.42,0.70
yellow,40.47,1.55
yellow,44.51,2.37
yellow,49.56,3.60
yellow,53.58,4.77
yellow,58.55,6.48
yellow,62.46,8.05
yellow,67.24,10.30
yellow,70.94,12.32
yellow,75.39,15.13
yellow,78.78,17.62
yellow,81.99,20.31
yellow,85.70,23.95
yellow,88.41,27.08
yellow,91.42,31.23
yellow,93.52,34.74
yellow,95.32,38.38
yellow,97.11,43.09
yellow,98.16,46.97
yellow,98.99,51.90
yellow,99.25,55.88
yellow,99.08,60.87
yellow,98.54,64.83
yellow,97.65,68.74
yellow,96.05,73.51
yellow,94.41,77.21
yellow,91.91,81.65
yellow,89.59,85.02
yellow,86.31,89.01
yellow,83.42,91.98
yellow,80.31,94.76
yellow,76.15,97.95
yellow,72.63,100.27
yellow,68.05,102.88
yellow,64.25,104.73
yellow,60.37,106.39
yellow,55.42,108.19
yellow,51.41,109.43
yellow,46.37,110.74
yellow,41.31,111.81
yellow,37.26,112.51
yellow,32.23,113.23
yellow,27.22,113.77
yellow,22.25,114.18
yellow,17.32,114.48
yellow,12.43,114.68
yellow,7.56,114.80
yellow,2.71,114.84
yellow,-2.13,114.82
yellow,-6.98,114.74
yellow,-11.85,114.58
yellow,-16.75,114.33
yellow,-21.69,113.99
yellow,-26.66,113.53
yellow,-31.67,112.93
yellow,-35.69,112.33
yellow,-40.74,111.40
yellow,-45.80,110.26
yellow,-49.83,109.18
yellow,-54.82,107.58
yellow,-58.77,106.10
yellow,-63.60,103.98
yellow,-67.36,102.06
yellow,-71.01,99.94
yellow,-75.37,96.99
yellow,-78.66,94.40
yellow,-82.51,90.88
yellow,-85.34,87.85
yellow,-87.92,84.63
yellow,-90.77,80.38
yellow,-92.71,76.80
yellow,-94.71,72.16
yellow,-95.93,68.32
yellow,-96.81,64.41
yellow,-97.42,59.45
yellow,-97.51,55.46
yellow,-97.11,50.49
yellow,-96.39,46.55
yellow,-95.01,41.72
yellow,-93.52,37.97
yellow,-91.22,33.44
yellow,-89.04,29.99
yellow,-86.58,26.69
yellow,-83.15,22.82
yellow,-80.14,19.95
yellow,-76.10,16.63
yellow,-72.66,14.20
yellow,-69.08,11.99
yellow,-64.42,9.51
yellow,-60.58,7.76
yellow,-55.67,5.84
yellow,-51.68,4.51
yellow,-46.65,3.10
yellow,-42.60,2.15
yellow,-37.54,1.17
yellow,-32.49,0.38
yellow,-28.48,-0.12
yellow,-23.49,-0.61
yellow,-18.53,-0.97
yellow,-13.62,-1.23
yellow,-8.74,-1.39
yellow,-3.88,-1.48
yellow,0.97,-1.50
big_orange,6.98,1.57
big_orange,7.04,-1.43
big_orange,6.48,1.56
big_orange,6.54,-1.44
