tag,x,y
blue,11.45,1.18
blue,15.48,1.18
blue,20.62,1.56
blue,24.71,2.31
blue,29.55,3.97
blue,32.98,5.89
blue,36.44,8.99
blue,38.69,12.67
blue,39.58,16.67
blue,39.04,20.70
blue,37.60,23.75
blue,34.64,27.13
blue,30.63,29.79
blue,26.90,31.33
blue,21.86,32.50
blue,17.73,32.93
blue,12.64,33.02
blue,7.72,32.83
blue,2.97,32.63
blue,-2.62,32.56
blue,-7.33,32.69
blue,-12.18,32.86
blue,-17.21,32.86
blue,-21.33,32.56
blue,-26.44,31.61
blue,-30.31,30.29
blue,-34.60,27.88
blue,-37.37,25.40
blue,-39.75,21.76
blue,-40.78,17.79
blue,-40.38,13.75
blue,-38.58,9.93
blue,-35.51,6.62
blue,-32.30,4.49
blue,-27.63,2.57
blue,-23.60,1.63
blue,-18.44,1.09
blue,-13.36,1.05
blue,-8.46,1.24
blue,-3.73,1.44
blue,0.93,1.50
yellow,10.37,-1.79
yellow,15.56,-1.82
yellow,19.90,-1.55
yellow,25.43,-0.60
yellow,29.75,0.79
yellow,33.76,2.81
yellow,37.25,5.49
yellow,40.01,8.76
yellow,42.12,13.50
yellow,42.58,17.57
yellow,41.90,21.60
yellow,40.12,25.37
yellow,36.60,29.40
yellow,32.99,31.94
yellow,28.89,33.81
yellow,24.53,35.06
yellow,20.10,35.75
yellow,14.67,36.03
yellow,9.54,35.92
yellow,4.72,35.70
yellow,0.13,35.56
yellow,-4.42,35.59
yellow,-10.11,35.80
yellow,-14.15,35.89
yellow,-19.48,35.74
yellow,-23.89,35.22
yellow,-28.30,34.20
yellow,-32.52,32.58
yellow,-36.36,30.31
yellow,-40.30,26.58
yellow,-42.49,22.99
yellow,-43.66,19.04
yellow,-43.51,13.94
yellow,-42.13,10.05
yellow,-39.75,6.56
yellow,-36.54,3.63
yellow,-32.72,1.33
yellow,-27.41,-0.61
yellow,-22.99,-1.50
yellow,-18.59,-1.91
yellow,-13.29,-1.95
yellow,-8.32,-1.76
yellow,-3.63,-1.56
yellow,0.91,-1.50
big_orange,6.83,1.34
big_orange,6.71,-1.66
big_orange,6.33,1.36
big_orange,6.21,-1.64
