tag,x,y
blue,11.05,1.64
blue,16.21,2.01
blue,21.11,2.72
blue,25.77,3.98
blue,30.04,6.42
blue,31.20,10.54
blue,28.49,14.51
blue,24.71,17.65
blue,20.66,20.40
blue,16.41,23.26
blue,12.85,26.56
blue,11.21,30.63
blue,12.04,35.47
blue,13.97,39.83
blue,16.03,44.29
blue,17.30,49.13
blue,14.85,52.13
blue,9.90,51.69
blue,5.17,50.09
blue,1.07,48.21
blue,-3.37,45.79
blue,-8.00,42.93
blue,-11.92,40.29
blue,-15.80,37.51
blue,-19.58,34.67
blue,-23.90,31.31
blue,-27.90,28.15
blue,-31.51,25.35
blue,-35.70,22.40
blue,-40.10,20.32
blue,-44.40,20.96
blue,-47.14,25.10
blue,-48.42,29.58
blue,-49.46,34.31
blue,-50.58,39.43
blue,-51.71,43.91
blue,-53.21,48.72
blue,-55.16,53.31
blue,-57.99,57.45
blue,-62.28,59.12
blue,-66.23,56.47
blue,-69.75,52.83
blue,-73.42,50.29
blue,-78.03,49.66
blue,-82.92,50.86
blue,-87.56,52.71
blue,-92.12,54.63
blue,-96.80,56.42
blue,-101.33,57.74
blue,-106.21,58.45
blue,-111.23,57.80
blue,-115.18,55.21
blue,-118.23,51.33
blue,-121.35,47.54
blue,-125.10,44.17
blue,-129.02,41.11
blue,-132.64,37.71
blue,-134.48,33.54
blue,-132.42,29.53
blue,-128.59,26.89
blue,-123.97,24.93
blue,-118.97,23.48
blue,-114.07,22.47
blue,-109.60,21.78
blue,-104.45,21.20
blue,-99.41,20.78
blue,-94.60,20.46
blue,-89.57,20.14
blue,-84.54,19.75
blue,-79.28,19.10
blue,-74.42,18.10
blue,-69.98,16.64
blue,-65.45,14.23
blue,-61.94,11.07
blue,-59.44,7.00
blue,-57.93,2.45
blue,-56.94,-2.68
blue,-56.27,-7.62
blue,-55.65,-12.46
blue,-54.91,-17.53
blue,-54.08,-22.04
blue,-52.89,-26.86
blue,-51.22,-31.58
blue,-48.62,-36.07
blue,-44.82,-38.45
blue,-40.76,-36.28
blue,-38.02,-32.31
blue,-35.98,-27.89
blue,-34.22,-23.04
blue,-32.81,-18.64
blue,-31.19,-13.73
blue,-29.29,-9.16
blue,-26.58,-5.00
blue,-22.87,-1.92
blue,-18.39,-0.05
blue,-13.52,0.93
blue,-8.68,1.35
blue,-3.66,1.49
blue,0.95,1.50
yellow,11.18,-1.35
yellow,15.99,-1.03
yellow,21.19,-0.32
yellow,25.94,0.86
yellow,30.28,2.83
yellow,33.66,6.27
yellow,34.25,10.75
yellow,32.26,14.77
yellow,28.65,18.41
yellow,24.96,21.15
yellow,20.83,23.87
yellow,16.58,26.96
yellow,14.20,30.89
yellow,15.23,35.39
yellow,17.40,40.02
yellow,19.27,44.35
yellow,20.30,49.06
yellow,18.91,53.29
yellow,14.90,55.15
yellow,9.76,54.74
yellow,5.39,53.40
yellow,1.19,51.61
yellow,-3.33,49.27
yellow,-8.04,46.47
yellow,-12.04,43.85
yellow,-16.01,41.07
yellow,-19.90,38.20
yellow,-24.34,34.78
yellow,-27.80,32.05
yellow,-32.18,28.62
yellow,-35.92,25.86
yellow,-40.27,23.40
yellow,-43.90,25.13
yellow,-45.38,29.74
yellow,-46.40,34.32
yellow,-47.50,39.44
yellow,-48.64,44.06
yellow,-50.17,49.13
yellow,-51.99,53.66
yellow,-54.37,57.79
yellow,-57.76,61.12
yellow,-62.31,62.17
yellow,-66.58,60.18
yellow,-70.14,56.72
yellow,-73.79,53.45
yellow,-78.30,52.72
yellow,-83.07,54.11
yellow,-87.27,55.84
yellow,-91.93,57.79
yellow,-96.79,59.58
yellow,-101.59,60.87
yellow,-106.52,61.46
yellow,-111.19,60.95
yellow,-115.47,58.93
yellow,-119.03,55.31
yellow,-121.94,51.42
yellow,-125.35,47.87
yellow,-129.29,44.71
yellow,-133.02,41.63
yellow,-136.14,37.97
yellow,-137.48,33.51
yellow,-136.05,29.18
yellow,-132.84,25.99
yellow,-128.58,23.54
yellow,-123.83,21.72
yellow,-119.05,20.42
yellow,-113.94,19.40
yellow,-109.34,18.72
yellow,-104.09,18.15
yellow,-99.62,17.79
yellow,-94.20,17.43
yellow,-89.25,17.11
yellow,-84.37,16.71
yellow,-79.36,16.08
yellow,-74.55,15.03
yellow,-69.85,13.30
yellow,-65.78,10.70
yellow,-62.67,6.80
yellow,-61.02,2.44
yellow,-59.98,-2.69
yellow,-59.31,-7.48
yellow,-58.70,-12.30
yellow,-57.97,-17.43
yellow,-57.14,-22.08
yellow,-55.93,-27.16
yellow,-54.37,-31.82
yellow,-52.20,-36.19
yellow,-49.25,-39.69
yellow,-44.94,-41.45
yellow,-40.58,-40.09
yellow,-37.25,-36.73
yellow,-34.74,-32.51
yellow,-32.67,-27.65
yellow,-31.08,-23.08
yellow,-29.55,-18.27
yellow,-27.97,-13.66
yellow,-25.88,-9.17
yellow,-22.73,-5.45
yellow,-18.34,-3.17
yellow,-13.77,-2.13
yellow,-8.91,-1.67
yellow,-3.63,-1.51
yellow,1.43,-1.50
big_orange,6.65,1.52
big_orange,6.69,-1.48
big_orange,6.15,1.52
big_orange,6.19,-1.48
