tag,x,y
blue,183.44,174.40
blue,178.33,173.64
blue,173.70,172.51
blue,168.79,170.86
blue,164.50,169.05
blue,160.06,166.85
blue,155.52,164.31
blue,150.95,161.50
blue,147.31,159.13
blue,142.87,156.14
blue,138.62,153.28
blue,134.62,150.71
blue,130.21,148.31
blue,126.16,146.99
blue,121.21,147.89
blue,118.48,150.93
blue,116.62,155.66
blue,115.65,159.75
blue,114.83,164.59
blue,114.08,170.13
blue,113.53,174.70
blue,112.98,179.57
blue,112.40,184.69
blue,111.77,190.00
blue,111.31,193.62
blue,110.57,199.09
blue,109.74,204.57
blue,108.83,209.96
blue,108.16,213.47
blue,107.09,218.56
blue,105.92,223.35
blue,104.23,229.16
blue,102.88,232.98
blue,100.54,238.13
blue,97.80,241.94
blue,94.11,242.16
blue,91.66,237.71
blue,90.44,233.49
blue,89.46,228.24
blue,88.89,223.72
blue,88.48,218.78
blue,88.22,213.49
blue,88.12,209.82
blue,88.10,204.13
blue,88.20,198.31
blue,88.33,194.40
blue,88.60,188.54
blue,88.82,184.66
blue,89.19,178.96
blue,89.45,175.26
blue,89.84,169.91
blue,90.21,164.84
blue,90.52,160.10
blue,90.81,154.37
blue,90.89,149.35
blue,90.59,144.12
blue,89.49,139.31
blue,86.77,135.60
blue,82.71,134.21
blue,78.06,134.54
blue,72.99,135.69
blue,68.46,136.85
blue,63.27,137.95
blue,58.55,138.42
blue,53.65,137.81
blue,49.64,135.30
blue,47.13,131.12
blue,45.42,126.43
blue,43.47,122.14
blue,40.26,118.38
blue,36.65,116.12
blue,32.12,114.40
blue,26.79,113.03
blue,22.63,112.13
blue,17.47,111.02
blue,12.44,109.75
blue,7.89,108.23
blue,3.66,106.10
blue,0.38,102.34
blue,1.14,97.99
blue,3.91,94.55
blue,7.62,91.43
blue,12.22,88.34
blue,16.44,85.84
blue,20.76,83.43
blue,24.91,81.11
blue,29.33,78.38
blue,32.81,75.56
blue,35.26,71.78
blue,34.96,66.78
blue,32.64,63.01
blue,29.60,59.70
blue,25.67,56.13
blue,22.01,53.05
blue,17.97,49.77
blue,14.78,47.19
blue,10.39,43.60
blue,7.06,40.83
blue,2.69,37.05
blue,-0.49,34.18
blue,-4.48,30.35
blue,-8.11,26.57
blue,-11.29,22.92
blue,-13.94,19.43
blue,-16.83,14.68
blue,-18.46,10.10
blue,-17.81,5.41
blue,-14.00,2.77
blue,-9.47,1.82
blue,-4.84,1.53
yellow,183.14,177.39
yellow,178.54,176.74
yellow,173.69,175.63
yellow,168.59,173.99
yellow,164.16,172.18
yellow,159.59,169.98
yellow,155.87,167.97
yellow,151.20,165.20
yellow,147.48,162.84
yellow,142.95,159.82
yellow,138.62,156.88
yellow,134.58,154.22
yellow,130.25,151.67
yellow,125.69,149.96
yellow,121.67,151.53
yellow,119.75,155.65
yellow,118.60,160.33
yellow,117.79,165.03
yellow,117.05,170.50
yellow,116.51,175.04
yellow,115.96,179.91
yellow,115.38,185.04
yellow,114.74,190.37
yellow,114.29,194.00
yellow,113.54,199.52
yellow,112.71,205.04
yellow,112.10,208.69
yellow,111.10,214.05
yellow,110.01,219.22
yellow,108.82,224.11
yellow,107.53,228.66
yellow,106.16,232.79
yellow,104.20,237.55
yellow,101.56,242.14
yellow,97.98,245.46
yellow,93.75,245.57
yellow,90.48,242.28
yellow,88.49,237.69
yellow,87.24,232.89
yellow,86.49,228.69
yellow,85.90,224.03
yellow,85.48,218.97
yellow,85.22,213.60
yellow,85.13,209.87
yellow,85.10,204.11
yellow,85.20,198.23
yellow,85.33,194.29
yellow,85.60,188.38
yellow,85.82,184.48
yellow,86.19,178.76
yellow,86.45,175.05
yellow,86.85,169.69
yellow,87.22,164.63
yellow,87.53,159.92
yellow,87.81,154.26
yellow,87.89,149.39
yellow,87.61,144.48
yellow,86.27,139.50
yellow,82.47,137.20
yellow,77.94,137.61
yellow,72.99,138.79
yellow,68.40,139.95
yellow,63.00,141.03
yellow,58.60,141.42
yellow,53.34,140.84
yellow,49.09,138.83
yellow,46.09,135.61
yellow,43.97,131.29
yellow,42.26,126.55
yellow,39.90,122.26
yellow,36.32,119.33
yellow,31.90,117.48
yellow,26.91,116.14
yellow,22.01,115.07
yellow,17.68,114.14
yellow,12.47,112.87
yellow,7.55,111.31
yellow,3.25,109.36
yellow,-0.59,106.43
yellow,-2.64,102.64
yellow,-2.07,97.72
yellow,0.20,94.14
yellow,3.70,90.70
yellow,7.36,87.93
yellow,11.49,85.27
yellow,15.84,82.73
yellow,20.16,80.34
yellow,24.92,77.62
yellow,28.80,75.06
yellow,32.28,71.22
yellow,31.74,66.98
yellow,28.75,63.12
yellow,25.33,59.83
yellow,21.96,56.91
yellow,18.14,53.76
yellow,13.97,50.39
yellow,10.70,47.74
yellow,6.24,44.06
yellow,2.90,41.22
yellow,-1.46,37.35
yellow,-4.60,34.43
yellow,-8.51,30.53
yellow,-12.02,26.69
yellow,-15.07,22.97
yellow,-17.58,19.40
yellow,-19.90,15.21
yellow,-21.53,9.93
yellow,-21.13,5.40
yellow,-18.73,1.99
yellow,-14.39,-0.26
yellow,-9.81,-1.16
yellow,-4.91,-1.47
big_orange,187.40,174.67
big_orange,187.29,177.67
big_orange,187.90,174.69
big_orange,187.79,177.69
big_orange,-5.09,1.52
big_orange,-5.16,-1.48
big_orange,-4.59,1.54
big_orange,-4.66,-1.46
