tag,x,y
blue,105.13,118.65
blue,103.18,121.28
blue,100.32,125.36
blue,97.52,129.62
blue,94.80,134.08
blue,92.13,138.76
blue,90.37,142.01
blue,87.76,147.10
blue,86.02,150.64
blue,83.40,156.14
blue,81.63,159.95
blue,79.83,163.86
blue,77.06,169.89
blue,75.15,174.02
blue,73.17,178.22
blue,71.13,182.48
blue,69.01,186.77
blue,66.80,191.09
blue,64.50,195.41
blue,62.10,199.72
blue,59.60,203.98
blue,57.00,208.19
blue,54.30,212.31
blue,51.49,216.31
blue,48.58,220.19
blue,45.57,223.90
blue,42.48,227.42
blue,39.30,230.74
blue,36.05,233.82
blue,32.75,236.64
blue,29.40,239.18
blue,26.02,241.43
blue,20.93,244.20
blue,17.55,245.63
blue,12.55,247.13
blue,9.29,247.68
blue,4.55,247.83
blue,1.52,247.49
blue,-2.82,246.31
blue,-6.87,244.33
blue,-9.40,242.59
blue,-12.88,239.34
blue,-14.99,236.76
blue,-17.81,232.33
blue,-19.43,229.02
blue,-21.49,223.57
blue,-22.60,219.65
blue,-23.50,215.53
blue,-24.19,211.23
blue,-24.68,206.80
blue,-24.98,202.24
blue,-25.10,197.59
blue,-25.04,192.87
blue,-24.83,188.12
blue,-24.49,183.35
blue,-24.03,178.58
blue,-23.47,173.85
blue,-22.49,166.84
blue,-21.79,162.26
blue,-21.07,157.76
blue,-20.35,153.36
blue,-19.67,149.06
blue,-18.74,142.83
blue,-18.22,138.82
blue,-17.64,133.03
blue,-17.42,129.31
blue,-17.36,123.93
blue,-17.68,118.77
blue,-18.11,115.44
blue,-19.11,110.60
blue,-20.53,105.91
blue,-22.34,101.33
blue,-24.51,96.82
blue,-27.00,92.36
blue,-28.80,89.38
blue,-31.68,84.89
blue,-34.69,80.34
blue,-37.75,75.71
blue,-39.77,72.57
blue,-42.71,67.78
blue,-44.57,64.54
blue,-47.15,59.61
blue,-48.68,56.29
blue,-50.63,51.29
blue,-51.68,47.95
blue,-52.80,42.99
blue,-53.35,38.11
blue,-53.37,34.93
blue,-52.86,30.31
blue,-51.69,25.91
blue,-49.85,21.77
blue,-48.24,19.18
blue,-45.27,15.57
blue,-41.65,12.32
blue,-38.88,10.38
blue,-34.24,7.81
blue,-30.85,6.34
blue,-27.23,5.07
blue,-21.44,3.55
blue,-17.37,2.78
blue,-13.17,2.20
blue,-8.85,1.80
blue,-4.46,1.57
yellow,108.50,119.18
yellow,105.61,123.04
yellow,102.80,127.04
yellow,100.06,131.22
yellow,97.38,135.60
yellow,94.75,140.21
yellow,93.02,143.42
yellow,90.44,148.44
yellow,88.72,151.94
yellow,86.12,157.41
yellow,84.35,161.21
yellow,82.56,165.11
yellow,79.78,171.15
yellow,77.87,175.29
yellow,75.89,179.51
yellow,73.83,183.79
yellow,71.69,188.12
yellow,69.46,192.48
yellow,67.14,196.85
yellow,64.71,201.20
yellow,62.18,205.53
yellow,59.53,209.80
yellow,56.78,213.99
yellow,55.36,216.05
yellow,52.44,220.07
yellow,49.42,223.95
yellow,46.29,227.66
yellow,43.06,231.18
yellow,39.75,234.48
yellow,34.63,238.97
yellow,31.14,241.63
yellow,27.59,243.98
yellow,24.01,246.02
yellow,18.60,248.44
yellow,15.00,249.61
yellow,11.42,250.41
yellow,6.12,250.87
yellow,1.00,250.44
yellow,-2.29,249.66
yellow,-6.96,247.73
yellow,-9.86,245.97
yellow,-13.87,242.64
yellow,-16.28,239.99
yellow,-19.48,235.43
yellow,-21.34,232.03
yellow,-23.68,226.46
yellow,-24.96,222.45
yellow,-26.01,218.25
yellow,-26.84,213.88
yellow,-27.45,209.36
yellow,-27.85,204.72
yellow,-28.06,200.00
yellow,-28.09,195.20
yellow,-27.95,190.37
yellow,-27.67,185.52
yellow,-27.26,180.67
yellow,-26.74,175.86
yellow,-26.13,171.10
yellow,-25.46,166.40
yellow,-24.75,161.79
yellow,-23.67,155.06
yellow,-22.97,150.72
yellow,-22.31,146.51
yellow,-21.44,140.43
yellow,-20.98,136.55
yellow,-20.51,130.97
yellow,-20.36,127.42
yellow,-20.42,122.33
yellow,-20.85,117.48
yellow,-21.35,114.37
yellow,-22.42,109.84
yellow,-23.89,105.43
yellow,-25.74,101.09
yellow,-27.94,96.77
yellow,-30.45,92.42
yellow,-33.22,88.02
yellow,-35.17,85.03
yellow,-38.21,80.46
yellow,-41.28,75.77
yellow,-43.31,72.57
yellow,-46.26,67.66
yellow,-48.11,64.31
yellow,-50.66,59.21
yellow,-52.16,55.75
yellow,-54.05,50.51
yellow,-55.03,47.00
yellow,-56.02,41.74
yellow,-56.34,38.26
yellow,-56.26,33.11
yellow,-55.47,28.12
yellow,-54.52,24.91
yellow,-52.48,20.33
yellow,-49.69,16.10
yellow,-47.44,13.49
yellow,-43.49,9.95
yellow,-40.50,7.85
yellow,-35.54,5.10
yellow,-31.94,3.55
yellow,-26.15,1.62
yellow,-22.08,0.62
yellow,-17.85,-0.18
yellow,-13.51,-0.78
yellow,-9.07,-1.19
yellow,-4.56,-1.43
big_orange,107.96,115.00
big_orange,110.30,116.87
big_orange,108.27,114.61
big_orange,110.62,116.48
big_orange,-4.61,1.77
big_orange,-4.71,-1.23
big_orange,-4.30,1.38
big_orange,-4.40,-1.62
