tag,x,y
blue,10.99,1.34
blue,15.78,0.93
blue,20.71,0.14
blue,25.79,-1.01
blue,30.47,-2.25
blue,35.05,-3.52
blue,39.93,-4.84
blue,44.47,-5.97
blue,49.70,-7.08
blue,54.35,-7.85
blue,59.41,-8.35
blue,64.61,-8.39
blue,69.11,-7.82
blue,73.80,-6.09
blue,76.83,-2.61
blue,76.68,1.99
blue,74.55,6.27
blue,71.36,10.33
blue,68.10,13.69
blue,64.29,17.12
blue,60.38,20.30
blue,56.40,23.22
blue,52.27,25.85
blue,47.89,28.15
blue,43.18,30.06
blue,38.57,31.48
blue,33.80,32.58
blue,29.06,33.49
blue,24.17,34.44
blue,19.43,35.76
blue,15.11,37.89
blue,11.45,41.14
blue,8.29,45.17
blue,5.17,48.80
blue,0.98,51.10
blue,-3.44,50.59
blue,-7.79,48.07
blue,-11.38,44.88
blue,-14.90,41.05
blue,-17.95,37.48
blue,-21.51,33.76
blue,-25.38,31.47
blue,-29.84,31.86
blue,-33.52,34.43
blue,-37.09,38.25
blue,-40.22,42.13
blue,-43.21,46.03
blue,-45.92,49.60
blue,-48.83,53.40
blue,-51.94,57.36
blue,-55.21,61.40
blue,-58.63,65.43
blue,-61.44,68.60
blue,-65.01,72.41
blue,-68.60,75.99
blue,-72.16,79.27
blue,-76.29,82.71
blue,-80.17,85.50
blue,-84.77,88.13
blue,-89.45,89.54
blue,-92.17,87.10
blue,-91.32,82.73
blue,-89.17,77.96
blue,-86.75,73.85
blue,-83.84,69.58
blue,-81.09,65.92
blue,-77.75,61.75
blue,-74.91,58.35
blue,-71.34,54.14
blue,-68.25,50.32
blue,-65.53,46.49
blue,-63.44,41.91
blue,-63.46,37.35
blue,-65.71,33.19
blue,-68.93,29.45
blue,-72.00,25.72
blue,-74.24,21.29
blue,-74.00,16.61
blue,-71.27,12.71
blue,-67.48,9.48
blue,-63.68,6.50
blue,-60.23,2.87
blue,-58.04,-1.24
blue,-56.76,-5.88
blue,-55.77,-10.68
blue,-54.18,-15.58
blue,-51.23,-19.18
blue,-46.72,-20.25
blue,-42.23,-19.21
blue,-37.53,-16.89
blue,-33.45,-14.18
blue,-29.81,-11.39
blue,-25.64,-8.01
blue,-22.04,-5.15
blue,-17.70,-2.19
blue,-13.49,-0.15
blue,-8.76,1.06
blue,-3.79,1.46
blue,1.17,1.50
yellow,11.15,-1.68
yellow,15.76,-2.09
yellow,20.91,-2.96
yellow,25.50,-4.03
yellow,30.17,-5.28
yellow,35.31,-6.70
yellow,39.74,-7.89
yellow,44.96,-9.16
yellow,49.74,-10.14
yellow,54.54,-10.90
yellow,59.23,-11.35
yellow,64.24,-11.41
yellow,69.27,-10.85
yellow,73.92,-9.41
yellow,77.69,-6.82
yellow,79.94,-2.58
yellow,79.82,1.87
yellow,77.86,6.60
yellow,75.18,10.48
yellow,71.92,14.13
yellow,68.37,17.53
yellow,64.70,20.69
yellow,60.65,23.86
yellow,56.80,26.57
yellow,52.39,29.23
yellow,48.04,31.37
yellow,43.38,33.17
yellow,38.51,34.59
yellow,33.99,35.61
yellow,28.82,36.58
yellow,24.13,37.52
yellow,19.37,39.00
yellow,15.17,41.64
yellow,11.94,45.31
yellow,8.95,49.16
yellow,5.45,52.41
yellow,1.19,54.10
yellow,-3.40,53.76
yellow,-7.79,51.73
yellow,-11.75,48.67
yellow,-15.20,45.22
yellow,-18.42,41.55
yellow,-21.64,37.85
yellow,-25.36,34.69
yellow,-29.66,35.18
yellow,-33.24,38.41
yellow,-36.49,42.25
yellow,-39.30,45.85
yellow,-42.42,49.95
yellow,-45.26,53.68
yellow,-48.31,57.62
yellow,-51.55,61.67
yellow,-54.96,65.77
yellow,-57.78,69.01
yellow,-61.39,72.97
yellow,-65.05,76.73
yellow,-68.72,80.22
yellow,-72.33,83.37
yellow,-75.83,86.13
yellow,-79.82,88.84
yellow,-84.64,91.35
yellow,-89.27,92.53
yellow,-93.37,91.39
yellow,-95.17,87.21
yellow,-94.50,82.81
yellow,-92.72,78.34
yellow,-90.43,74.10
yellow,-87.61,69.72
yellow,-84.88,65.94
yellow,-81.52,61.63
yellow,-78.62,58.11
yellow,-75.37,54.26
yellow,-72.05,50.28
yellow,-69.08,46.41
yellow,-66.60,41.99
yellow,-66.67,37.31
yellow,-69.31,33.54
yellow,-72.62,29.80
yellow,-75.45,25.93
yellow,-77.29,21.40
yellow,-77.20,16.77
yellow,-74.97,12.36
yellow,-71.65,8.98
yellow,-67.76,5.92
yellow,-63.99,2.69
yellow,-61.25,-1.32
yellow,-59.83,-5.89
yellow,-58.85,-10.68
yellow,-57.55,-15.31
yellow,-55.10,-19.71
yellow,-51.38,-22.48
yellow,-46.92,-23.26
yellow,-42.35,-22.43
yellow,-37.59,-20.37
yellow,-33.63,-17.96
yellow,-29.41,-14.90
yellow,-25.45,-11.73
yellow,-21.79,-8.76
yellow,-17.86,-5.84
yellow,-13.49,-3.39
yellow,-8.83,-2.00
yellow,-3.98,-1.55
yellow,1.17,-1.50
big_orange,6.51,1.47
big_orange,6.47,-1.53
big_orange,6.01,1.47
big_orange,5.97,-1.53
